object,correct_location,predicted_location,location_choices,correct_prediction
handtowelholder,bathroom,bathroom,"['dumpster', 'trap', 'living room', 'childs room', 'bathroom']",True
hard drive,bedroom,jar,"['jar', 'bedroom', 'freezer', 'bar', 'can']",False
hard drive case,living room,trap,"['living room', 'dumpster', 'jar', 'trap', 'freezer']",False
hat,closet,closet,"['room', 'house', 'trap', 'room', 'closet']",True
headphone,playroom,box,"['jar', 'can', 'box', 'playroom', 'basement']",False
heavy duty gloves,lobby,room,"['can', 'room', 'dumpster', 'lobby', 'can']",False
heavy master chef can,corridor,house,"['can', 'house', 'attic', 'corridor', 'house']",False
helmet,childs room,cellar,"['cellar', 'childs room', 'dumpster', 'room', 'family room']",False
herring fillets,bedroom,basement,"['bedroom', 'can', 'basement', 'room', 'can']",False
honey dipper,bedroom,none,"['trap', 'oven', 'bedroom', 'cellar', 'bar']",False
houseplant,living room,living room,"['lobby', 'living room', 'pantry room', 'house', 'corridor']",True
incontinence pads,garage,dumpster,"['dumpster', 'can', 'oven', 'room', 'garage']",False
ink cartridge,childs room,none,"['childs room', 'oven', 'oven', 'house', 'dumpster']",False
instant camera,television room,family room,"['trap', 'family room', 'basement', 'trap', 'television room']",False
invitation card,lobby,box,"['cellar', 'lobby', 'jar', 'box', 'family room']",False
jar,closet,closet,"['jar', 'freezer', 'cellar', 'oven', 'closet']",True
jenga,playroom,playroom,"['house', 'room', 'playroom', 'room', 'cellar']",True
jewelry box,exercise room,box,"['box', 'can', 'freezer', 'exercise room', 'attic']",False
kettle,kitchen,kitchen,"['kitchen', 'corridor', 'house', 'home office', 'attic']",True
keyboard,home office,home office,"['home office', 'family room', 'room', 'can', 'can']",True
keychain,living room,house,"['exercise room', 'living room', 'house', 'garage', 'television room']",False
knife,kitchen,kitchen,"['dumpster', 'oven', 'bar', 'kitchen', 'can']",True
knife block,bedroom,cellar,"['bedroom', 'cellar', 'oven', 'family room', 'basement']",False
labeling tape,bedroom,cellar,"['cellar', 'oven', 'can', 'family room', 'bedroom']",False
ladle,kitchen,kitchen,"['kitchen', 'dining room', 'jar', 'home office', 'garage']",True
lamp,bedroom,bedroom,"['attic', 'cellar', 'basement', 'bedroom', 'bar']",True
lantern,bathroom,jar,"['jar', 'house', 'bathroom', 'house', 'can']",False
laptop,bedroom,bedroom,"['attic', 'bedroom', 'jar', 'jar', 'trap']",True
laptop cover,childs room,box,"['box', 'dumpster', 'childs room', 'cellar', 'oven']",False
laptop stand,childs room,childs room,"['trap', 'trap', 'childs room', 'freezer', 'trap']",True
large marker,dining room,dining room,"['bar', 'dining room', 'can', 'box', 'trap']",True
laundry box,home office,box,"['house', 'house', 'box', 'home office', 'jar']",False
laundryhamper,bedroom,bedroom,"['attic', 'bedroom', 'exercise room', 'garage', 'kitchen']",True
laxative,dining room,box,"['box', 'dining room', 'can', 'box', 'trap']",False
lego duplo,dining room,dining room,"['dining room', 'can', 'house', 'bar', 'cellar']",True
lemon,exercise room,bar,"['family room', 'room', 'exercise room', 'bar', 'bar']",False
letter holder,storage room,storage room,"['oven', 'basement', 'box', 'storage room', 'cellar']",True
lettuce,kitchen,kitchen,"['lobby', 'oven', 'basement', 'kitchen', 'can']",True
light bulb,bedroom,basement,"['basement', 'trap', 'can', 'bedroom', 'freezer']",False
lightswitch,living room,family room,"['family room', 'living room', 'dining room', 'home office', 'garage']",False
lime squeezer,storage room,jar,"['trap', 'storage room', 'attic', 'oven', 'jar']",False
lipstick,home office,house,"['home office', 'attic', 'house', 'trap', 'bar']",False
lunch bag,storage room,storage room,"['bar', 'jar', 'storage room', 'bar', 'oven']",True
lunch box,dining room,jar,"['dining room', 'jar', 'can', 'cellar', 'basement']",False
magnifying glass,utility room,room,"['room', 'family room', 'room', 'room', 'utility room']",False
mascara,lobby,dumpster,"['dumpster', 'trap', 'lobby', 'room', 'bar']",False
master chef can,television room,freezer,"['room', 'freezer', 'television room', 'attic', 'attic']",False
measuring tape,playroom,basement,"['playroom', 'basement', 'trap', 'cellar', 'jar']",False
medicine,home office,jar,"['family room', 'trap', 'dumpster', 'home office', 'jar']",False
microwave,kitchen,kitchen,"['kitchen', 'family room', 'bedroom', 'exercise room', 'oven']",True
milk fror,kitchen,dumpster,"['dumpster', 'family room', 'kitchen', 'freezer', 'can']",False
mini soccer ball,garage,box,"['basement', 'dumpster', 'box', 'garage', 'jar']",False
mirror,living room,living room,"['family room', 'oven', 'cellar', 'basement', 'living room']",True
morboard,closet,attic,"['oven', 'house', 'closet', 'family room', 'attic']",False
mouse,living room,jar,"['freezer', 'jar', 'jar', 'room', 'living room']",False
mouse pad,living room,living room,"['basement', 'living room', 'trap', 'family room', 'trap']",True
movie dvd,playroom,playroom,"['playroom', 'oven', 'jar', 'bar', 'oven']",True
mug,kitchen,kitchen,"['house', 'basement', 'room', 'kitchen', 'cellar']",True
multiport hub,corridor,room,"['room', 'house', 'dumpster', 'corridor', 'dumpster']",False
mustard bottle,lobby,cellar,"['cellar', 'lobby', 'bar', 'bar', 'oven']",False
neck rest,living room,living room,"['can', 'house', 'oven', 'box', 'living room']",True
newspaper,living room,living room,"['box', 'home office', 'living room', 'basement', 'dining room']",True
nine hole peg test,bedroom,box,"['bar', 'bedroom', 'family room', 'box', 'dumpster']",False
nintendo switch,television room,room,"['room', 'house', 'trap', 'jar', 'television room']",False
orange,pantry room,pantry room,"['oven', 'can', 'pantry room', 'family room', 'room']",True
ottoman,living room,living room,"['exercise room', 'bar', 'childs room', 'living room', 'bedroom']",True
padlock,lobby,bar,"['jar', 'cellar', 'bar', 'lobby', 'cellar']",False
paint bottle set,playroom,playroom,"['jar', 'basement', 'playroom', 'room', 'freezer']",True
paint maker,utility room,basement,"['utility room', 'family room', 'basement', 'cellar', 'basement']",False
painting,living room,living room,"['closet', 'bar', 'exercise room', 'living room', 'dumpster']",True
pan,kitchen,kitchen,"['jar', 'kitchen', 'room', 'room', 'house']",True
paper bag,garage,box,"['house', 'family room', 'garage', 'box', 'oven']",False
papertowelroll,bathroom,bathroom,"['bathroom', 'jar', 'utility room', 'pantry room', 'closet']",True
parchment sheet,dining room,oven,"['attic', 'oven', 'room', 'freezer', 'dining room']",False
peach,television room,jar,"['television room', 'trap', 'jar', 'family room', 'room']",False
pear,utility room,family room,"['house', 'family room', 'oven', 'oven', 'utility room']",False
peg and hammer toy,playroom,playroom,"['freezer', 'freezer', 'jar', 'can', 'playroom']",True
pen,bedroom,box,"['bedroom', 'box', 'cellar', 'exercise room', 'house']",False
pencil,bedroom,room,"['bedroom', 'bathroom', 'childs room', 'can', 'room']",False
pencil case,television room,box,"['can', 'television room', 'jar', 'box', 'dumpster']",False
peppermint,pantry room,pantry room,"['box', 'oven', 'freezer', 'pantry room', 'jar']",True
peppershaker,kitchen,kitchen,"['family room', 'living room', 'kitchen', 'room', 'childs room']",True
pepsi can pack,garage,dumpster,"['freezer', 'garage', 'jar', 'dumpster', 'family room']",False
pet food supplement,pantry room,pantry room,"['family room', 'jar', 'cellar', 'cellar', 'pantry room']",True
phillips screwdriver,exercise room,can,"['room', 'family room', 'exercise room', 'can', 'room']",False
phone armband case,pantry room,room,"['pantry room', 'basement', 'room', 'dumpster', 'freezer']",False
phone stand,home office,home office,"['freezer', 'cellar', 'room', 'family room', 'home office']",True
picture frame,utility room,utility room,"['bar', 'dumpster', 'utility room', 'freezer', 'cellar']",True
pie,oven,oven,"['oven', 'storage room', 'dining room', 'living room', 'bedroom']",True
pillow,bedroom,bedroom,"['bedroom', 'attic', 'bar', 'house', 'box']",True
pitcher base,home office,bar,"['jar', 'house', 'home office', 'cellar', 'bar']",False
plant,living room,living room,"['can', 'living room', 'freezer', 'oven', 'cellar']",True
plant container,garage,family room,"['bar', 'attic', 'family room', 'house', 'garage']",False
plant saucer,living room,living room,"['freezer', 'dumpster', 'living room', 'box', 'dumpster']",True
plate,living room,none,"['box', 'family room', 'oven', 'living room', 'bar']",False
plum,pantry room,pantry room,"['box', 'cellar', 'pantry room', 'cellar', 'trap']",True
plunger,bathroom,bathroom,"['dining room', 'basement', 'house', 'trap', 'bathroom']",True
portable speaker,playroom,playroom,"['oven', 'house', 'playroom', 'attic', 'oven']",True
poster,bedroom,family room,"['freezer', 'family room', 'bedroom', 'dining room', 'corridor']",False
pot,kitchen,kitchen,"['room', 'bathroom', 'kitchen', 'freezer', 'storage room']",True
potato,kitchen,kitchen,"['playroom', 'kitchen', 'childs room', 'living room', 'exercise room']",True
potted meat can,corridor,can,"['freezer', 'jar', 'corridor', 'box', 'can']",False
power drill,kitchen,room,"['kitchen', 'can', 'room', 'house', 'jar']",False
pressure cooker,home office,dumpster,"['family room', 'home office', 'can', 'trap', 'dumpster']",False
pudding box,utility room,freezer,"['utility room', 'freezer', 'box', 'attic', 'oven']",False
puzzle game,utility room,utility room,"['freezer', 'utility room', 'jar', 'dumpster', 'freezer']",True
racquetball,playroom,basement,"['family room', 'basement', 'playroom', 'freezer', 'house']",False
ramekin,playroom,bar,"['cellar', 'trap', 'playroom', 'bar', 'can']",False
remote control,exercise room,family room,"['exercise room', 'jar', 'bar', 'jar', 'family room']",False
remotecontrol,bedroom,family room,"['childs room', 'dining room', 'bedroom', 'family room', 'basement']",False
rmal laminator,living room,none,"['living room', 'freezer', 'can', 'bar', 'can']",False
roast,oven,oven,"['closet', 'oven', 'trap', 'childs room', 'bathroom']",True
roomdecor,living room,living room,"['dumpster', 'living room', 'cellar', 'box', 'pantry room']",True
router,bedroom,family room,"['family room', 'dumpster', 'bedroom', 'basement', 'house']",False
rubiks cube,home office,home office,"['bar', 'can', 'home office', 'cellar', 'basement']",True
safe,living room,box,"['jar', 'box', 'attic', 'living room', 'attic']",False
salt shaker,bathroom,box,"['box', 'bathroom', 'dumpster', 'family room', 'trap']",False
saltshaker,kitchen,dining room,"['dining room', 'freezer', 'kitchen', 'house', 'lobby']",False
sanitary pads,bedroom,bedroom,"['jar', 'can', 'bedroom', 'trap', 'trap']",True
saucer,kitchen,kitchen,"['oven', 'dumpster', 'kitchen', 'freezer', 'dumpster']",True
saute pan,kitchen,kitchen,"['box', 'dumpster', 'room', 'freezer', 'kitchen']",True
scissors,exercise room,house,"['house', 'exercise room', 'dumpster', 'cellar', 'freezer']",False
scrubbrush,bathroom,bathroom,"['basement', 'bathroom', 'storage room', 'room', 'television room']",True
set-top box,bathroom,none,"['oven', 'trap', 'trap', 'house', 'bathroom']",False
shelf,bedroom,bedroom,"['bedroom', 'basement', 'television room', 'trap', 'basement']",True
shelvingunit,bedroom,bedroom,"['playroom', 'bar', 'bedroom', 'television room', 'attic']",True
shoe,closet,closet,"['cellar', 'bar', 'closet', 'cellar', 'oven']",True
shoe box,corridor,corridor,"['bar', 'can', 'oven', 'freezer', 'corridor']",True
showercurtain,bathroom,bathroom,"['pantry room', 'room', 'bathroom', 'cellar', 'storage room']",True
showerdoor,bathroom,bathroom,"['kitchen', 'corridor', 'kitchen', 'bathroom', 'television room']",True
showerglass,bathroom,basement,"['basement', 'attic', 'dining room', 'bathroom', 'dining room']",False
showerhead,bathroom,bathroom,"['bar', 'cellar', 'bathroom', 'dining room', 'exercise room']",True
shredder,pantry room,none,"['room', 'trap', 'freezer', 'pantry room', 'can']",False
sidetable,living room,living room,"['corridor', 'living room', 'closet', 'oven', 'family room']",True
sidewalk chalk,living room,can,"['dumpster', 'can', 'living room', 'oven', 'family room']",False
sink,kitchen,kitchen,"['attic', 'kitchen', 'childs room', 'television room', 'closet']",True
sinkbasin,bathroom,bathroom,"['family room', 'freezer', 'garage', 'bathroom', 'lobby']",True
skillet,exercise room,none,"['house', 'trap', 'trap', 'exercise room', 'box']",False
skillet lid,closet,box,"['closet', 'can', 'box', 'attic', 'room']",False
skin care product,corridor,none,"['trap', 'corridor', 'cellar', 'bar', 'freezer']",False
skin moisturizer,bathroom,bathroom,"['box', 'house', 'bathroom', 'house', 'attic']",True
snack cake,lobby,box,"['room', 'lobby', 'trap', 'box', 'oven']",False
snack dispenser,utility room,house,"['utility room', 'basement', 'house', 'trap', 'freezer']",False
soap dish,childs room,house,"['basement', 'can', 'house', 'childs room', 'box']",False
soap dispenser,kitchen,box,"['box', 'kitchen', 'trap', 'cellar', 'attic']",False
soapbar,bathroom,bathroom,"['closet', 'dining room', 'closet', 'bathroom', 'television room']",True
soapbottle,bathroom,bathroom,"['bathroom', 'basement', 'childs room', 'freezer', 'pantry room']",True
sofa,living room,living room,"['utility room', 'bathroom', 'basement', 'basement', 'living room']",True
softball,bedroom,family room,"['oven', 'freezer', 'freezer', 'family room', 'bedroom']",False
software cd,dining room,bar,"['bar', 'jar', 'bar', 'attic', 'dining room']",False
sorting toy,playroom,playroom,"['playroom', 'freezer', 'dumpster', 'bar', 'house']",True
sparkling water,garage,garage,"['jar', 'jar', 'garage', 'freezer', 'cellar']",True
spatula,kitchen,kitchen,"['kitchen', 'house', 'family room', 'house', 'cellar']",True
spider,cellar,cellar,"['bedroom', 'bedroom', 'pantry room', 'cellar', 'television room']",True
sponge,utility room,utility room,"['family room', 'utility room', 'basement', 'box', 'attic']",True
sponge dish,pantry room,pantry room,"['pantry room', 'bar', 'can', 'basement', 'trap']",True
spoon,kitchen,kitchen,"['kitchen', 'attic', 'bar', 'room', 'can']",True
spoon rest,bathroom,family room,"['family room', 'bathroom', 'dumpster', 'attic', 'oven']",False
spraybottle,bathroom,bathroom,"['bathroom', 'dumpster', 'freezer', 'jar', 'jar']",True
stacking cups,closet,closet,"['basement', 'closet', 'family room', 'trap', 'room']",True
stand mixer,pantry room,pantry room,"['bar', 'bar', 'family room', 'attic', 'pantry room']",True
statue,kitchen,dining room,"['kitchen', 'house', 'dining room', 'can', 'can']",False
steak,freezer,freezer,"['childs room', 'exercise room', 'freezer', 'family room', 'television room']",True
stool,kitchen,corridor,"['corridor', 'kitchen', 'trap', 'childs room', 'house']",False
storage bin,closet,basement,"['closet', 'cellar', 'basement', 'trap', 'basement']",False
stoveburner,kitchen,kitchen,"['closet', 'freezer', 'kitchen', 'bar', 'box']",True
stoveknob,kitchen,kitchen,"['garage', 'kitchen', 'pantry room', 'pantry room', 'bathroom']",True
strawberry,storage room,freezer,"['storage room', 'oven', 'freezer', 'can', 'freezer']",False
string lights,bedroom,bedroom,"['freezer', 'dumpster', 'bedroom', 'dumpster', 'oven']",True
stuffed toy,kitchen,family room,"['cellar', 'family room', 'house', 'house', 'kitchen']",False
sugar box,utility room,none,"['family room', 'room', 'freezer', 'utility room', 'basement']",False
sugar sprinkles,dining room,oven,"['room', 'bar', 'family room', 'oven', 'dining room']",False
surface saver ring,exercise room,bar,"['oven', 'trap', 'bar', 'exercise room', 'basement']",False
sushi mat,exercise room,trap,"['trap', 'jar', 'room', 'exercise room', 'attic']",False
table,bedroom,bedroom,"['bedroom', 'home office', 'playroom', 'pantry room', 'jar']",True
table lamp,dining room,dining room,"['dumpster', 'jar', 'box', 'dining room', 'attic']",True
tablet,pantry room,box,"['freezer', 'box', 'pantry room', 'house', 'freezer']",False
tablet holder,dining room,dining room,"['can', 'jar', 'dining room', 'jar', 'house']",True
tablet stand,playroom,jar,"['jar', 'dumpster', 'playroom', 'freezer', 'freezer']",False
tabletopdecor,bedroom,bedroom,"['exercise room', 'bar', 'bedroom', 'exercise room', 'dumpster']",True
tampon,childs room,none,"['childs room', 'can', 'house', 'attic', 'can']",False
tea can pack,kitchen,kitchen,"['box', 'attic', 'kitchen', 'basement', 'house']",True
tea pods,lobby,jar,"['attic', 'basement', 'lobby', 'can', 'jar']",False
