object,correct_location,predicted_location,location_choices,correct_prediction
file sorter,living room,living room,"['house', 'freezer', 'house', 'living room', 'house']",True
fingerpaint,kitchen,kitchen,"['trap', 'attic', 'kitchen', 'house', 'freezer']",True
fitness tracker wristband,utility room,utility room,"['basement', 'can', 'utility room', 'house', 'basement']",True
flashlight,childs room,none,"['dumpster', 'dumpster', 'jar', 'house', 'childs room']",False
flat screwdriver,exercise room,box,"['exercise room', 'box', 'trap', 'basement', 'oven']",False
floor,living room,basement,"['television room', 'living room', 'basement', 'exercise room', 'dumpster']",False
floorlamp,living room,living room,"['box', 'lobby', 'living room', 'trap', 'attic']",True
foam brick,television room,television room,"['television room', 'can', 'trap', 'can', 'bar']",True
folder,corridor,box,"['box', 'family room', 'basement', 'dumpster', 'corridor']",False
fondant,playroom,box,"['trap', 'family room', 'box', 'basement', 'playroom']",False
footstool,bathroom,dining room,"['bathroom', 'cellar', 'storage room', 'dining room', 'basement']",False
fork,kitchen,kitchen,"['kitchen', 'house', 'house', 'basement', 'box']",True
fridge,kitchen,kitchen,"['basement', 'home office', 'bathroom', 'basement', 'kitchen']",True
fruit snack,utility room,jar,"['jar', 'family room', 'utility room', 'cellar', 'can']",False
furnace,basement,basement,"['jar', 'bathroom', 'box', 'basement', 'living room']",True
garbage,dumpster,can,"['can', 'living room', 'dumpster', 'basement', 'box']",False
garbagebag,kitchen,kitchen,"['dining room', 'kitchen', 'utility room', 'attic', 'dumpster']",True
garbagecan,kitchen,kitchen,"['garage', 'kitchen', 'room', 'room', 'exercise room']",True
gelatin box,closet,freezer,"['closet', 'dumpster', 'bar', 'house', 'freezer']",False
glove,childs room,attic,"['dumpster', 'childs room', 'jar', 'attic', 'attic']",False
golf ball,living room,family room,"['trap', 'family room', 'living room', 'freezer', 'oven']",False
graphics card,living room,living room,"['cellar', 'living room', 'family room', 'oven', 'house']",True
hair color,playroom,box,"['cellar', 'playroom', 'box', 'freezer', 'trap']",False
hair conditioner,dining room,house,"['attic', 'dumpster', 'cellar', 'dining room', 'house']",False
hair dryer,bathroom,bathroom,"['can', 'family room', 'trap', 'family room', 'bathroom']",True
hair straightener,exercise room,exercise room,"['basement', 'can', 'oven', 'exercise room', 'box']",True
hammer,home office,cellar,"['home office', 'cellar', 'family room', 'oven', 'dumpster']",False
hand bell,dining room,room,"['trap', 'room', 'can', 'dining room', 'cellar']",False
handbag,exercise room,family room,"['family room', 'exercise room', 'attic', 'box', 'jar']",False
handtowel,bathroom,bathroom,"['can', 'bar', 'utility room', 'house', 'bathroom']",True
handtowelholder,bathroom,bathroom,"['dumpster', 'childs room', 'trap', 'bathroom', 'living room']",True
hard drive,bedroom,bedroom,"['jar', 'bar', 'freezer', 'bedroom', 'can']",True
hard drive case,living room,living room,"['freezer', 'living room', 'jar', 'dumpster', 'trap']",True
hat,closet,closet,"['room', 'room', 'house', 'closet', 'trap']",True
headphone,playroom,box,"['jar', 'can', 'basement', 'playroom', 'box']",False
heavy duty gloves,lobby,room,"['can', 'room', 'lobby', 'can', 'dumpster']",False
heavy master chef can,corridor,house,"['attic', 'house', 'can', 'house', 'corridor']",False
helmet,childs room,room,"['family room', 'room', 'cellar', 'dumpster', 'childs room']",False
herring fillets,bedroom,can,"['room', 'can', 'bedroom', 'basement', 'can']",False
honey dipper,bedroom,bar,"['bar', 'bedroom', 'oven', 'cellar', 'trap']",False
houseplant,living room,living room,"['house', 'corridor', 'pantry room', 'lobby', 'living room']",True
incontinence pads,garage,room,"['dumpster', 'oven', 'can', 'garage', 'room']",False
ink cartridge,childs room,oven,"['childs room', 'house', 'oven', 'dumpster', 'oven']",False
instant camera,television room,family room,"['basement', 'family room', 'television room', 'trap', 'trap']",False
invitation card,lobby,family room,"['jar', 'family room', 'box', 'lobby', 'cellar']",False
jar,closet,closet,"['oven', 'jar', 'freezer', 'cellar', 'closet']",True
jenga,playroom,playroom,"['room', 'cellar', 'playroom', 'room', 'house']",True
jewelry box,exercise room,attic,"['can', 'freezer', 'attic', 'exercise room', 'box']",False
kettle,kitchen,kitchen,"['corridor', 'house', 'home office', 'attic', 'kitchen']",True
keyboard,home office,home office,"['family room', 'home office', 'can', 'room', 'can']",True
keychain,living room,living room,"['garage', 'exercise room', 'living room', 'house', 'television room']",True
knife,kitchen,kitchen,"['can', 'kitchen', 'bar', 'oven', 'dumpster']",True
knife block,bedroom,family room,"['bedroom', 'family room', 'oven', 'cellar', 'basement']",False
labeling tape,bedroom,family room,"['cellar', 'can', 'bedroom', 'family room', 'oven']",False
ladle,kitchen,kitchen,"['home office', 'kitchen', 'dining room', 'jar', 'garage']",True
lamp,bedroom,bedroom,"['attic', 'bar', 'basement', 'bedroom', 'cellar']",True
lantern,bathroom,house,"['house', 'jar', 'can', 'bathroom', 'house']",False
laptop,bedroom,bedroom,"['jar', 'jar', 'trap', 'bedroom', 'attic']",True
laptop cover,childs room,box,"['oven', 'childs room', 'box', 'cellar', 'dumpster']",False
laptop stand,childs room,freezer,"['trap', 'childs room', 'trap', 'trap', 'freezer']",False
large marker,dining room,box,"['can', 'trap', 'bar', 'dining room', 'box']",False
laundry box,home office,house,"['home office', 'box', 'jar', 'house', 'house']",False
laundryhamper,bedroom,bedroom,"['bedroom', 'garage', 'attic', 'exercise room', 'kitchen']",True
laxative,dining room,box,"['dining room', 'trap', 'box', 'box', 'can']",False
lego duplo,dining room,dining room,"['bar', 'house', 'can', 'cellar', 'dining room']",True
lemon,exercise room,bar,"['family room', 'room', 'bar', 'bar', 'exercise room']",False
letter holder,storage room,box,"['cellar', 'box', 'storage room', 'oven', 'basement']",False
lettuce,kitchen,kitchen,"['oven', 'lobby', 'basement', 'can', 'kitchen']",True
light bulb,bedroom,bedroom,"['freezer', 'can', 'trap', 'bedroom', 'basement']",True
lightswitch,living room,living room,"['home office', 'living room', 'dining room', 'family room', 'garage']",True
lime squeezer,storage room,storage room,"['oven', 'storage room', 'trap', 'jar', 'attic']",True
lipstick,home office,home office,"['attic', 'house', 'home office', 'bar', 'trap']",True
lunch bag,storage room,storage room,"['storage room', 'jar', 'bar', 'bar', 'oven']",True
lunch box,dining room,dining room,"['dining room', 'jar', 'cellar', 'can', 'basement']",True
magnifying glass,utility room,room,"['room', 'family room', 'room', 'room', 'utility room']",False
mascara,lobby,room,"['lobby', 'dumpster', 'bar', 'room', 'trap']",False
master chef can,television room,freezer,"['television room', 'attic', 'attic', 'room', 'freezer']",False
measuring tape,playroom,basement,"['jar', 'cellar', 'trap', 'playroom', 'basement']",False
medicine,home office,home office,"['jar', 'dumpster', 'family room', 'trap', 'home office']",True
microwave,kitchen,kitchen,"['oven', 'family room', 'kitchen', 'bedroom', 'exercise room']",True
milk fror,kitchen,kitchen,"['family room', 'dumpster', 'can', 'freezer', 'kitchen']",True
mini soccer ball,garage,garage,"['jar', 'dumpster', 'box', 'garage', 'basement']",True
mirror,living room,living room,"['basement', 'family room', 'cellar', 'oven', 'living room']",True
morboard,closet,family room,"['closet', 'attic', 'family room', 'house', 'oven']",False
mouse,living room,room,"['room', 'jar', 'freezer', 'jar', 'living room']",False
mouse pad,living room,living room,"['living room', 'family room', 'trap', 'trap', 'basement']",True
movie dvd,playroom,playroom,"['jar', 'oven', 'bar', 'playroom', 'oven']",True
mug,kitchen,kitchen,"['house', 'kitchen', 'basement', 'room', 'cellar']",True
multiport hub,corridor,room,"['house', 'dumpster', 'dumpster', 'room', 'corridor']",False
mustard bottle,lobby,bar,"['cellar', 'bar', 'lobby', 'bar', 'oven']",False
neck rest,living room,living room,"['living room', 'oven', 'house', 'box', 'can']",True
newspaper,living room,home office,"['dining room', 'basement', 'home office', 'living room', 'box']",False
nine hole peg test,bedroom,family room,"['bedroom', 'box', 'dumpster', 'bar', 'family room']",False
nintendo switch,television room,television room,"['television room', 'jar', 'trap', 'room', 'house']",True
orange,pantry room,room,"['oven', 'room', 'pantry room', 'can', 'family room']",False
ottoman,living room,living room,"['bar', 'exercise room', 'bedroom', 'childs room', 'living room']",True
padlock,lobby,cellar,"['lobby', 'cellar', 'jar', 'cellar', 'bar']",False
paint bottle set,playroom,basement,"['room', 'basement', 'playroom', 'jar', 'freezer']",False
paint maker,utility room,utility room,"['basement', 'basement', 'cellar', 'family room', 'utility room']",True
painting,living room,living room,"['living room', 'bar', 'exercise room', 'dumpster', 'closet']",True
pan,kitchen,kitchen,"['house', 'kitchen', 'room', 'jar', 'room']",True
paper bag,garage,box,"['family room', 'box', 'garage', 'oven', 'house']",False
papertowelroll,bathroom,bathroom,"['utility room', 'closet', 'bathroom', 'jar', 'pantry room']",True
parchment sheet,dining room,room,"['attic', 'freezer', 'oven', 'room', 'dining room']",False
peach,television room,jar,"['trap', 'television room', 'family room', 'jar', 'room']",False
pear,utility room,family room,"['utility room', 'oven', 'house', 'family room', 'oven']",False
peg and hammer toy,playroom,playroom,"['playroom', 'jar', 'freezer', 'freezer', 'can']",True
pen,bedroom,bedroom,"['cellar', 'house', 'box', 'exercise room', 'bedroom']",True
pencil,bedroom,room,"['room', 'bedroom', 'bathroom', 'can', 'childs room']",False
pencil case,television room,box,"['television room', 'can', 'jar', 'box', 'dumpster']",False
peppermint,pantry room,pantry room,"['pantry room', 'oven', 'freezer', 'box', 'jar']",True
peppershaker,kitchen,kitchen,"['childs room', 'kitchen', 'living room', 'family room', 'room']",True
pepsi can pack,garage,family room,"['garage', 'jar', 'dumpster', 'family room', 'freezer']",False
pet food supplement,pantry room,pantry room,"['pantry room', 'family room', 'cellar', 'cellar', 'jar']",True
phillips screwdriver,exercise room,family room,"['family room', 'room', 'exercise room', 'room', 'can']",False
phone armband case,pantry room,room,"['basement', 'dumpster', 'pantry room', 'room', 'freezer']",False
phone stand,home office,home office,"['cellar', 'home office', 'freezer', 'family room', 'room']",True
picture frame,utility room,bar,"['utility room', 'bar', 'cellar', 'dumpster', 'freezer']",False
pie,oven,dining room,"['oven', 'living room', 'dining room', 'storage room', 'bedroom']",False
pillow,bedroom,bedroom,"['bedroom', 'attic', 'house', 'bar', 'box']",True
pitcher base,home office,bar,"['home office', 'cellar', 'jar', 'house', 'bar']",False
plant,living room,living room,"['living room', 'can', 'cellar', 'oven', 'freezer']",True
plant container,garage,family room,"['family room', 'attic', 'house', 'bar', 'garage']",False
plant saucer,living room,living room,"['living room', 'freezer', 'box', 'dumpster', 'dumpster']",True
plate,living room,bar,"['bar', 'family room', 'living room', 'oven', 'box']",False
plum,pantry room,pantry room,"['trap', 'pantry room', 'box', 'cellar', 'cellar']",True
plunger,bathroom,bathroom,"['trap', 'dining room', 'bathroom', 'house', 'basement']",True
portable speaker,playroom,playroom,"['oven', 'oven', 'house', 'attic', 'playroom']",True
poster,bedroom,family room,"['corridor', 'family room', 'freezer', 'bedroom', 'dining room']",False
pot,kitchen,kitchen,"['bathroom', 'room', 'storage room', 'freezer', 'kitchen']",True
potato,kitchen,kitchen,"['exercise room', 'living room', 'playroom', 'childs room', 'kitchen']",True
potted meat can,corridor,box,"['freezer', 'corridor', 'can', 'jar', 'box']",False
power drill,kitchen,room,"['can', 'room', 'jar', 'house', 'kitchen']",False
pressure cooker,home office,family room,"['trap', 'dumpster', 'can', 'home office', 'family room']",False
pudding box,utility room,freezer,"['oven', 'box', 'freezer', 'attic', 'utility room']",False
puzzle game,utility room,utility room,"['utility room', 'dumpster', 'jar', 'freezer', 'freezer']",True
racquetball,playroom,playroom,"['house', 'freezer', 'family room', 'basement', 'playroom']",True
ramekin,playroom,cellar,"['bar', 'playroom', 'can', 'trap', 'cellar']",False
remote control,exercise room,family room,"['jar', 'family room', 'jar', 'exercise room', 'bar']",False
remotecontrol,bedroom,family room,"['dining room', 'family room', 'bedroom', 'childs room', 'basement']",False
rmal laminator,living room,living room,"['can', 'can', 'freezer', 'bar', 'living room']",True
roast,oven,oven,"['closet', 'oven', 'childs room', 'trap', 'bathroom']",True
roomdecor,living room,living room,"['cellar', 'box', 'living room', 'dumpster', 'pantry room']",True
router,bedroom,family room,"['dumpster', 'family room', 'house', 'bedroom', 'basement']",False
rubiks cube,home office,home office,"['bar', 'home office', 'cellar', 'can', 'basement']",True
safe,living room,living room,"['attic', 'attic', 'living room', 'box', 'jar']",True
salt shaker,bathroom,family room,"['family room', 'trap', 'dumpster', 'bathroom', 'box']",False
saltshaker,kitchen,dining room,"['lobby', 'dining room', 'freezer', 'house', 'kitchen']",False
sanitary pads,bedroom,bedroom,"['can', 'jar', 'bedroom', 'trap', 'trap']",True
saucer,kitchen,kitchen,"['oven', 'dumpster', 'freezer', 'dumpster', 'kitchen']",True
saute pan,kitchen,kitchen,"['dumpster', 'room', 'kitchen', 'box', 'freezer']",True
scissors,exercise room,house,"['exercise room', 'dumpster', 'house', 'freezer', 'cellar']",False
scrubbrush,bathroom,bathroom,"['storage room', 'room', 'basement', 'bathroom', 'television room']",True
set-top box,bathroom,house,"['trap', 'oven', 'trap', 'bathroom', 'house']",False
shelf,bedroom,bedroom,"['television room', 'basement', 'trap', 'bedroom', 'basement']",True
shelvingunit,bedroom,playroom,"['bedroom', 'attic', 'bar', 'playroom', 'television room']",False
shoe,closet,closet,"['closet', 'cellar', 'oven', 'bar', 'cellar']",True
shoe box,corridor,corridor,"['freezer', 'corridor', 'bar', 'can', 'oven']",True
showercurtain,bathroom,bathroom,"['room', 'storage room', 'pantry room', 'cellar', 'bathroom']",True
showerdoor,bathroom,bathroom,"['kitchen', 'corridor', 'kitchen', 'television room', 'bathroom']",True
showerglass,bathroom,bathroom,"['dining room', 'basement', 'dining room', 'bathroom', 'attic']",True
showerhead,bathroom,bathroom,"['cellar', 'bathroom', 'bar', 'dining room', 'exercise room']",True
shredder,pantry room,room,"['room', 'freezer', 'can', 'pantry room', 'trap']",False
sidetable,living room,living room,"['living room', 'closet', 'family room', 'oven', 'corridor']",True
sidewalk chalk,living room,family room,"['oven', 'can', 'living room', 'dumpster', 'family room']",False
sink,kitchen,kitchen,"['television room', 'kitchen', 'closet', 'attic', 'childs room']",True
sinkbasin,bathroom,bathroom,"['lobby', 'bathroom', 'freezer', 'family room', 'garage']",True
skillet,exercise room,house,"['house', 'exercise room', 'trap', 'box', 'trap']",False
skillet lid,closet,closet,"['attic', 'closet', 'room', 'can', 'box']",True
skin care product,corridor,cellar,"['corridor', 'trap', 'freezer', 'bar', 'cellar']",False
skin moisturizer,bathroom,bathroom,"['house', 'house', 'attic', 'box', 'bathroom']",True
snack cake,lobby,box,"['oven', 'lobby', 'room', 'box', 'trap']",False
snack dispenser,utility room,house,"['utility room', 'basement', 'trap', 'freezer', 'house']",False
soap dish,childs room,house,"['childs room', 'can', 'basement', 'box', 'house']",False
soap dispenser,kitchen,kitchen,"['kitchen', 'cellar', 'trap', 'box', 'attic']",True
soapbar,bathroom,bathroom,"['closet', 'closet', 'television room', 'bathroom', 'dining room']",True
soapbottle,bathroom,bathroom,"['pantry room', 'freezer', 'basement', 'childs room', 'bathroom']",True
sofa,living room,living room,"['basement', 'living room', 'utility room', 'basement', 'bathroom']",True
softball,bedroom,family room,"['oven', 'freezer', 'freezer', 'family room', 'bedroom']",False
software cd,dining room,dining room,"['bar', 'bar', 'dining room', 'attic', 'jar']",True
sorting toy,playroom,playroom,"['bar', 'freezer', 'playroom', 'house', 'dumpster']",True
sparkling water,garage,cellar,"['jar', 'garage', 'jar', 'freezer', 'cellar']",False
spatula,kitchen,kitchen,"['family room', 'house', 'house', 'cellar', 'kitchen']",True
spider,cellar,cellar,"['bedroom', 'cellar', 'television room', 'pantry room', 'bedroom']",True
sponge,utility room,utility room,"['box', 'family room', 'utility room', 'attic', 'basement']",True
sponge dish,pantry room,pantry room,"['can', 'bar', 'trap', 'pantry room', 'basement']",True
spoon,kitchen,kitchen,"['bar', 'kitchen', 'room', 'can', 'attic']",True
spoon rest,bathroom,family room,"['dumpster', 'bathroom', 'family room', 'attic', 'oven']",False
spraybottle,bathroom,bathroom,"['jar', 'dumpster', 'freezer', 'jar', 'bathroom']",True
stacking cups,closet,family room,"['family room', 'room', 'trap', 'closet', 'basement']",False
stand mixer,pantry room,pantry room,"['pantry room', 'family room', 'bar', 'bar', 'attic']",True
statue,kitchen,dining room,"['can', 'can', 'dining room', 'house', 'kitchen']",False
steak,freezer,freezer,"['exercise room', 'television room', 'freezer', 'family room', 'childs room']",True
stool,kitchen,kitchen,"['trap', 'childs room', 'kitchen', 'corridor', 'house']",True
storage bin,closet,closet,"['closet', 'basement', 'trap', 'basement', 'cellar']",True
stoveburner,kitchen,kitchen,"['freezer', 'box', 'kitchen', 'closet', 'bar']",True
stoveknob,kitchen,kitchen,"['pantry room', 'bathroom', 'kitchen', 'garage', 'pantry room']",True
strawberry,storage room,freezer,"['can', 'storage room', 'freezer', 'freezer', 'oven']",False
string lights,bedroom,bedroom,"['dumpster', 'bedroom', 'dumpster', 'oven', 'freezer']",True
stuffed toy,kitchen,family room,"['family room', 'house', 'house', 'cellar', 'kitchen']",False
sugar box,utility room,room,"['room', 'utility room', 'basement', 'freezer', 'family room']",False
sugar sprinkles,dining room,dining room,"['bar', 'family room', 'oven', 'dining room', 'room']",True
surface saver ring,exercise room,bar,"['trap', 'exercise room', 'basement', 'bar', 'oven']",False
sushi mat,exercise room,room,"['exercise room', 'trap', 'jar', 'room', 'attic']",False
table,bedroom,home office,"['pantry room', 'playroom', 'home office', 'bedroom', 'jar']",False
table lamp,dining room,dining room,"['dining room', 'box', 'dumpster', 'jar', 'attic']",True
tablet,pantry room,box,"['freezer', 'pantry room', 'freezer', 'box', 'house']",False
tablet holder,dining room,dining room,"['house', 'dining room', 'can', 'jar', 'jar']",True
tablet stand,playroom,playroom,"['dumpster', 'playroom', 'freezer', 'freezer', 'jar']",True
tabletopdecor,bedroom,bedroom,"['bar', 'exercise room', 'dumpster', 'bedroom', 'exercise room']",True
tampon,childs room,none,"['attic', 'can', 'can', 'house', 'childs room']",False
tea can pack,kitchen,kitchen,"['attic', 'box', 'kitchen', 'basement', 'house']",True
