object,correct_location,predicted_location,location_choices,correct_prediction
footstool,bathroom,dining room,"['dining room', 'cellar', 'basement', 'bathroom', 'storage room']",False
fork,kitchen,kitchen,"['kitchen', 'house', 'house', 'basement', 'box']",True
fridge,kitchen,kitchen,"['kitchen', 'bathroom', 'basement', 'home office', 'basement']",True
fruit snack,utility room,jar,"['cellar', 'jar', 'can', 'utility room', 'family room']",False
furnace,basement,basement,"['living room', 'bathroom', 'jar', 'basement', 'box']",True
garbage,dumpster,dumpster,"['can', 'box', 'living room', 'dumpster', 'basement']",True
garbagebag,kitchen,kitchen,"['utility room', 'attic', 'dumpster', 'kitchen', 'dining room']",True
garbagecan,kitchen,kitchen,"['kitchen', 'room', 'garage', 'exercise room', 'room']",True
gelatin box,closet,closet,"['closet', 'bar', 'freezer', 'house', 'dumpster']",True
glove,childs room,attic,"['attic', 'jar', 'attic', 'childs room', 'dumpster']",False
golf ball,living room,family room,"['family room', 'trap', 'freezer', 'living room', 'oven']",False
graphics card,living room,living room,"['house', 'family room', 'cellar', 'oven', 'living room']",True
hair color,playroom,box,"['trap', 'freezer', 'box', 'playroom', 'cellar']",False
hair conditioner,dining room,house,"['dining room', 'dumpster', 'house', 'cellar', 'attic']",False
hair dryer,bathroom,bathroom,"['family room', 'can', 'bathroom', 'family room', 'trap']",True
hair straightener,exercise room,exercise room,"['basement', 'oven', 'box', 'can', 'exercise room']",True
hammer,home office,cellar,"['cellar', 'family room', 'oven', 'home office', 'dumpster']",False
hand bell,dining room,dining room,"['trap', 'dining room', 'cellar', 'can', 'room']",True
handbag,exercise room,family room,"['jar', 'exercise room', 'family room', 'box', 'attic']",False
handtowel,bathroom,bathroom,"['can', 'bar', 'utility room', 'house', 'bathroom']",True
handtowelholder,bathroom,bathroom,"['dumpster', 'living room', 'bathroom', 'trap', 'childs room']",True
hard drive,bedroom,bedroom,"['jar', 'bedroom', 'can', 'bar', 'freezer']",True
hard drive case,living room,living room,"['living room', 'dumpster', 'trap', 'freezer', 'jar']",True
hat,closet,closet,"['room', 'house', 'trap', 'room', 'closet']",True
headphone,playroom,playroom,"['can', 'basement', 'box', 'jar', 'playroom']",True
heavy duty gloves,lobby,room,"['can', 'lobby', 'can', 'room', 'dumpster']",False
heavy master chef can,corridor,house,"['attic', 'corridor', 'house', 'can', 'house']",False
helmet,childs room,family room,"['cellar', 'childs room', 'family room', 'room', 'dumpster']",False
herring fillets,bedroom,basement,"['can', 'bedroom', 'can', 'basement', 'room']",False
honey dipper,bedroom,bar,"['trap', 'bedroom', 'oven', 'cellar', 'bar']",False
houseplant,living room,living room,"['pantry room', 'lobby', 'house', 'living room', 'corridor']",True
incontinence pads,garage,room,"['can', 'oven', 'dumpster', 'garage', 'room']",False
ink cartridge,childs room,house,"['oven', 'dumpster', 'childs room', 'oven', 'house']",False
instant camera,television room,family room,"['television room', 'family room', 'trap', 'trap', 'basement']",False
invitation card,lobby,lobby,"['family room', 'jar', 'cellar', 'lobby', 'box']",True
jar,closet,cellar,"['oven', 'freezer', 'closet', 'cellar', 'jar']",False
jenga,playroom,playroom,"['cellar', 'playroom', 'room', 'house', 'room']",True
jewelry box,exercise room,box,"['exercise room', 'attic', 'box', 'freezer', 'can']",False
kettle,kitchen,kitchen,"['house', 'kitchen', 'attic', 'corridor', 'home office']",True
keyboard,home office,home office,"['family room', 'home office', 'can', 'can', 'room']",True
keychain,living room,living room,"['television room', 'living room', 'garage', 'exercise room', 'house']",True
knife,kitchen,kitchen,"['can', 'bar', 'kitchen', 'oven', 'dumpster']",True
knife block,bedroom,cellar,"['cellar', 'bedroom', 'basement', 'family room', 'oven']",False
labeling tape,bedroom,family room,"['bedroom', 'family room', 'cellar', 'oven', 'can']",False
ladle,kitchen,kitchen,"['kitchen', 'dining room', 'jar', 'garage', 'home office']",True
lamp,bedroom,bedroom,"['bar', 'attic', 'bedroom', 'cellar', 'basement']",True
lantern,bathroom,house,"['jar', 'house', 'can', 'house', 'bathroom']",False
laptop,bedroom,bedroom,"['attic', 'bedroom', 'jar', 'trap', 'jar']",True
laptop cover,childs room,box,"['cellar', 'oven', 'dumpster', 'childs room', 'box']",False
laptop stand,childs room,none,"['freezer', 'trap', 'trap', 'childs room', 'trap']",False
large marker,dining room,dining room,"['dining room', 'trap', 'bar', 'box', 'can']",True
laundry box,home office,house,"['jar', 'house', 'box', 'house', 'home office']",False
laundryhamper,bedroom,bedroom,"['exercise room', 'kitchen', 'attic', 'garage', 'bedroom']",True
laxative,dining room,box,"['box', 'box', 'dining room', 'trap', 'can']",False
lego duplo,dining room,dining room,"['can', 'bar', 'dining room', 'cellar', 'house']",True
lemon,exercise room,bar,"['bar', 'bar', 'family room', 'room', 'exercise room']",False
letter holder,storage room,storage room,"['storage room', 'oven', 'box', 'basement', 'cellar']",True
lettuce,kitchen,kitchen,"['kitchen', 'can', 'lobby', 'basement', 'oven']",True
light bulb,bedroom,bedroom,"['basement', 'trap', 'bedroom', 'freezer', 'can']",True
lightswitch,living room,living room,"['living room', 'garage', 'home office', 'dining room', 'family room']",True
lime squeezer,storage room,jar,"['oven', 'trap', 'storage room', 'attic', 'jar']",False
lipstick,home office,home office,"['trap', 'bar', 'home office', 'attic', 'house']",True
lunch bag,storage room,bar,"['bar', 'bar', 'jar', 'storage room', 'oven']",False
lunch box,dining room,dining room,"['dining room', 'jar', 'can', 'cellar', 'basement']",True
magnifying glass,utility room,room,"['room', 'utility room', 'room', 'family room', 'room']",False
mascara,lobby,room,"['dumpster', 'bar', 'trap', 'lobby', 'room']",False
master chef can,television room,freezer,"['room', 'freezer', 'attic', 'television room', 'attic']",False
measuring tape,playroom,playroom,"['playroom', 'trap', 'cellar', 'jar', 'basement']",True
medicine,home office,home office,"['family room', 'trap', 'jar', 'home office', 'dumpster']",True
microwave,kitchen,kitchen,"['family room', 'kitchen', 'bedroom', 'oven', 'exercise room']",True
milk fror,kitchen,kitchen,"['freezer', 'family room', 'dumpster', 'kitchen', 'can']",True
mini soccer ball,garage,box,"['basement', 'box', 'garage', 'jar', 'dumpster']",False
mirror,living room,living room,"['living room', 'family room', 'basement', 'cellar', 'oven']",True
morboard,closet,family room,"['attic', 'house', 'closet', 'oven', 'family room']",False
mouse,living room,living room,"['freezer', 'jar', 'living room', 'room', 'jar']",True
mouse pad,living room,living room,"['trap', 'living room', 'trap', 'basement', 'family room']",True
movie dvd,playroom,playroom,"['oven', 'jar', 'bar', 'oven', 'playroom']",True
mug,kitchen,kitchen,"['basement', 'kitchen', 'room', 'cellar', 'house']",True
multiport hub,corridor,room,"['dumpster', 'house', 'dumpster', 'room', 'corridor']",False
mustard bottle,lobby,bar,"['cellar', 'bar', 'bar', 'lobby', 'oven']",False
neck rest,living room,living room,"['box', 'house', 'oven', 'can', 'living room']",True
newspaper,living room,living room,"['box', 'living room', 'dining room', 'basement', 'home office']",True
nine hole peg test,bedroom,family room,"['dumpster', 'family room', 'bar', 'bedroom', 'box']",False
nintendo switch,television room,room,"['trap', 'room', 'jar', 'television room', 'house']",False
orange,pantry room,room,"['room', 'family room', 'pantry room', 'can', 'oven']",False
ottoman,living room,living room,"['childs room', 'bedroom', 'exercise room', 'bar', 'living room']",True
padlock,lobby,cellar,"['cellar', 'bar', 'lobby', 'cellar', 'jar']",False
paint bottle set,playroom,basement,"['playroom', 'basement', 'jar', 'room', 'freezer']",False
paint maker,utility room,utility room,"['basement', 'utility room', 'family room', 'cellar', 'basement']",True
painting,living room,living room,"['closet', 'exercise room', 'dumpster', 'living room', 'bar']",True
pan,kitchen,kitchen,"['room', 'kitchen', 'house', 'room', 'jar']",True
paper bag,garage,family room,"['garage', 'box', 'house', 'oven', 'family room']",False
papertowelroll,bathroom,bathroom,"['utility room', 'jar', 'closet', 'bathroom', 'pantry room']",True
parchment sheet,dining room,room,"['attic', 'freezer', 'oven', 'room', 'dining room']",False
peach,television room,jar,"['trap', 'family room', 'room', 'jar', 'television room']",False
pear,utility room,house,"['oven', 'family room', 'utility room', 'house', 'oven']",False
peg and hammer toy,playroom,playroom,"['freezer', 'freezer', 'can', 'playroom', 'jar']",True
pen,bedroom,bedroom,"['bedroom', 'cellar', 'house', 'exercise room', 'box']",True
pencil,bedroom,room,"['childs room', 'room', 'bathroom', 'can', 'bedroom']",False
pencil case,television room,box,"['can', 'dumpster', 'television room', 'box', 'jar']",False
peppermint,pantry room,jar,"['freezer', 'oven', 'box', 'jar', 'pantry room']",False
peppershaker,kitchen,kitchen,"['room', 'childs room', 'family room', 'living room', 'kitchen']",True
pepsi can pack,garage,family room,"['jar', 'dumpster', 'freezer', 'family room', 'garage']",False
pet food supplement,pantry room,pantry room,"['cellar', 'family room', 'jar', 'cellar', 'pantry room']",True
phillips screwdriver,exercise room,room,"['can', 'room', 'family room', 'exercise room', 'room']",False
phone armband case,pantry room,room,"['basement', 'pantry room', 'room', 'dumpster', 'freezer']",False
phone stand,home office,home office,"['freezer', 'cellar', 'family room', 'room', 'home office']",True
picture frame,utility room,bar,"['dumpster', 'cellar', 'freezer', 'utility room', 'bar']",False
pie,oven,dining room,"['bedroom', 'oven', 'living room', 'dining room', 'storage room']",False
pillow,bedroom,bedroom,"['attic', 'house', 'box', 'bedroom', 'bar']",True
pitcher base,home office,bar,"['bar', 'cellar', 'house', 'home office', 'jar']",False
plant,living room,cellar,"['freezer', 'can', 'cellar', 'living room', 'oven']",False
plant container,garage,family room,"['attic', 'family room', 'house', 'garage', 'bar']",False
plant saucer,living room,box,"['dumpster', 'box', 'dumpster', 'living room', 'freezer']",False
plate,living room,bar,"['oven', 'living room', 'family room', 'box', 'bar']",False
plum,pantry room,pantry room,"['trap', 'box', 'cellar', 'cellar', 'pantry room']",True
plunger,bathroom,bathroom,"['basement', 'house', 'dining room', 'bathroom', 'trap']",True
portable speaker,playroom,playroom,"['house', 'oven', 'playroom', 'attic', 'oven']",True
poster,bedroom,family room,"['freezer', 'family room', 'corridor', 'bedroom', 'dining room']",False
pot,kitchen,kitchen,"['bathroom', 'freezer', 'room', 'kitchen', 'storage room']",True
potato,kitchen,kitchen,"['kitchen', 'playroom', 'childs room', 'exercise room', 'living room']",True
potted meat can,corridor,box,"['corridor', 'can', 'box', 'jar', 'freezer']",False
power drill,kitchen,house,"['room', 'can', 'jar', 'house', 'kitchen']",False
pressure cooker,home office,family room,"['can', 'dumpster', 'trap', 'family room', 'home office']",False
pudding box,utility room,freezer,"['attic', 'utility room', 'oven', 'freezer', 'box']",False
puzzle game,utility room,utility room,"['dumpster', 'utility room', 'jar', 'freezer', 'freezer']",True
racquetball,playroom,playroom,"['family room', 'playroom', 'house', 'freezer', 'basement']",True
ramekin,playroom,bar,"['can', 'bar', 'playroom', 'cellar', 'trap']",False
remote control,exercise room,family room,"['exercise room', 'jar', 'family room', 'bar', 'jar']",False
remotecontrol,bedroom,family room,"['family room', 'bedroom', 'dining room', 'childs room', 'basement']",False
rmal laminator,living room,living room,"['bar', 'living room', 'can', 'can', 'freezer']",True
roast,oven,oven,"['bathroom', 'trap', 'childs room', 'oven', 'closet']",True
roomdecor,living room,living room,"['pantry room', 'living room', 'cellar', 'dumpster', 'box']",True
router,bedroom,family room,"['family room', 'basement', 'bedroom', 'dumpster', 'house']",False
rubiks cube,home office,bar,"['can', 'home office', 'cellar', 'basement', 'bar']",False
safe,living room,attic,"['attic', 'box', 'jar', 'attic', 'living room']",False
salt shaker,bathroom,family room,"['dumpster', 'family room', 'trap', 'bathroom', 'box']",False
saltshaker,kitchen,kitchen,"['lobby', 'house', 'freezer', 'dining room', 'kitchen']",True
sanitary pads,bedroom,bedroom,"['trap', 'can', 'jar', 'bedroom', 'trap']",True
saucer,kitchen,kitchen,"['dumpster', 'freezer', 'oven', 'kitchen', 'dumpster']",True
saute pan,kitchen,kitchen,"['kitchen', 'dumpster', 'freezer', 'box', 'room']",True
scissors,exercise room,house,"['cellar', 'dumpster', 'freezer', 'house', 'exercise room']",False
scrubbrush,bathroom,bathroom,"['bathroom', 'room', 'basement', 'storage room', 'television room']",True
set-top box,bathroom,house,"['trap', 'bathroom', 'trap', 'oven', 'house']",False
shelf,bedroom,television room,"['trap', 'television room', 'basement', 'basement', 'bedroom']",False
shelvingunit,bedroom,playroom,"['bedroom', 'playroom', 'television room', 'bar', 'attic']",False
shoe,closet,closet,"['oven', 'bar', 'cellar', 'cellar', 'closet']",True
shoe box,corridor,corridor,"['corridor', 'oven', 'can', 'bar', 'freezer']",True
showercurtain,bathroom,bathroom,"['room', 'storage room', 'pantry room', 'cellar', 'bathroom']",True
showerdoor,bathroom,bathroom,"['kitchen', 'corridor', 'kitchen', 'bathroom', 'television room']",True
showerglass,bathroom,bathroom,"['bathroom', 'dining room', 'dining room', 'basement', 'attic']",True
showerhead,bathroom,bathroom,"['bar', 'exercise room', 'cellar', 'dining room', 'bathroom']",True
shredder,pantry room,room,"['freezer', 'pantry room', 'room', 'trap', 'can']",False
sidetable,living room,living room,"['living room', 'closet', 'corridor', 'oven', 'family room']",True
sidewalk chalk,living room,family room,"['can', 'family room', 'oven', 'dumpster', 'living room']",False
sink,kitchen,kitchen,"['kitchen', 'television room', 'childs room', 'closet', 'attic']",True
sinkbasin,bathroom,bathroom,"['freezer', 'bathroom', 'family room', 'lobby', 'garage']",True
skillet,exercise room,house,"['house', 'exercise room', 'box', 'trap', 'trap']",False
skillet lid,closet,closet,"['closet', 'box', 'room', 'attic', 'can']",True
skin care product,corridor,cellar,"['bar', 'freezer', 'trap', 'cellar', 'corridor']",False
skin moisturizer,bathroom,bathroom,"['house', 'attic', 'house', 'box', 'bathroom']",True
snack cake,lobby,box,"['room', 'lobby', 'trap', 'oven', 'box']",False
snack dispenser,utility room,house,"['utility room', 'house', 'freezer', 'basement', 'trap']",False
soap dish,childs room,basement,"['childs room', 'basement', 'can', 'house', 'box']",False
soap dispenser,kitchen,kitchen,"['kitchen', 'cellar', 'trap', 'box', 'attic']",True
soapbar,bathroom,bathroom,"['bathroom', 'closet', 'television room', 'closet', 'dining room']",True
soapbottle,bathroom,bathroom,"['basement', 'freezer', 'pantry room', 'bathroom', 'childs room']",True
sofa,living room,living room,"['living room', 'basement', 'basement', 'bathroom', 'utility room']",True
softball,bedroom,family room,"['freezer', 'oven', 'family room', 'bedroom', 'freezer']",False
software cd,dining room,dining room,"['dining room', 'attic', 'bar', 'jar', 'bar']",True
sorting toy,playroom,playroom,"['house', 'freezer', 'dumpster', 'bar', 'playroom']",True
sparkling water,garage,cellar,"['jar', 'cellar', 'freezer', 'garage', 'jar']",False
spatula,kitchen,kitchen,"['house', 'kitchen', 'family room', 'cellar', 'house']",True
spider,cellar,cellar,"['bedroom', 'pantry room', 'bedroom', 'television room', 'cellar']",True
sponge,utility room,utility room,"['box', 'attic', 'family room', 'utility room', 'basement']",True
sponge dish,pantry room,bar,"['pantry room', 'bar', 'can', 'basement', 'trap']",False
spoon,kitchen,kitchen,"['room', 'can', 'attic', 'bar', 'kitchen']",True
spoon rest,bathroom,oven,"['family room', 'oven', 'attic', 'dumpster', 'bathroom']",False
spraybottle,bathroom,bathroom,"['jar', 'freezer', 'jar', 'bathroom', 'dumpster']",True
stacking cups,closet,closet,"['family room', 'closet', 'room', 'basement', 'trap']",True
stand mixer,pantry room,pantry room,"['pantry room', 'family room', 'bar', 'bar', 'attic']",True
statue,kitchen,dining room,"['can', 'kitchen', 'can', 'house', 'dining room']",False
steak,freezer,freezer,"['television room', 'freezer', 'family room', 'childs room', 'exercise room']",True
stool,kitchen,kitchen,"['trap', 'childs room', 'kitchen', 'house', 'corridor']",True
storage bin,closet,closet,"['basement', 'closet', 'trap', 'cellar', 'basement']",True
stoveburner,kitchen,kitchen,"['bar', 'kitchen', 'closet', 'box', 'freezer']",True
stoveknob,kitchen,kitchen,"['bathroom', 'kitchen', 'pantry room', 'garage', 'pantry room']",True
strawberry,storage room,freezer,"['storage room', 'oven', 'freezer', 'freezer', 'can']",False
string lights,bedroom,bedroom,"['dumpster', 'freezer', 'oven', 'dumpster', 'bedroom']",True
stuffed toy,kitchen,family room,"['cellar', 'family room', 'house', 'house', 'kitchen']",False
sugar box,utility room,room,"['freezer', 'basement', 'room', 'family room', 'utility room']",False
sugar sprinkles,dining room,room,"['room', 'oven', 'dining room', 'bar', 'family room']",False
surface saver ring,exercise room,bar,"['basement', 'bar', 'trap', 'oven', 'exercise room']",False
sushi mat,exercise room,room,"['exercise room', 'room', 'attic', 'trap', 'jar']",False
table,bedroom,home office,"['playroom', 'jar', 'pantry room', 'home office', 'bedroom']",False
table lamp,dining room,dining room,"['jar', 'dumpster', 'attic', 'dining room', 'box']",True
tablet,pantry room,house,"['house', 'box', 'freezer', 'pantry room', 'freezer']",False
tablet holder,dining room,dining room,"['jar', 'dining room', 'can', 'house', 'jar']",True
tablet stand,playroom,playroom,"['freezer', 'playroom', 'freezer', 'jar', 'dumpster']",True
tabletopdecor,bedroom,bar,"['exercise room', 'bar', 'dumpster', 'bedroom', 'exercise room']",False
tampon,childs room,house,"['attic', 'can', 'can', 'childs room', 'house']",False
tea can pack,kitchen,kitchen,"['house', 'attic', 'kitchen', 'box', 'basement']",True
