object,correct_location,predicted_location,location_choices,correct_prediction
donut,television room,dumpster,"['cellar', 'can', 'jar', 'dumpster', 'television room']",False
drawer,kitchen,room,"['basement', 'room', 'storage room', 'trap', 'kitchen']",False
dresser,bedroom,bedroom,"['oven', 'utility room', 'house', 'bedroom', 'utility room']",True
drink,can,family room,"['house', 'can', 'home office', 'family room', 'closet']",False
drink coaster,playroom,room,"['cellar', 'house', 'jar', 'room', 'playroom']",False
dryer,basement,basement,"['basement', 'living room', 'closet', 'television room', 'playroom']",True
duct tape,dining room,room,"['room', 'dining room', 'room', 'dumpster', 'trap']",False
dumbbell,bedroom,bedroom,"['attic', 'basement', 'oven', 'freezer', 'bedroom']",True
dumbbell rack,living room,room,"['can', 'room', 'can', 'room', 'living room']",False
dustpan and brush,television room,house,"['can', 'can', 'freezer', 'house', 'television room']",False
dutch oven,kitchen,kitchen,"['house', 'freezer', 'family room', 'box', 'kitchen']",True
easter basket,bedroom,bedroom,"['jar', 'attic', 'bedroom', 'family room', 'dumpster']",True
egg,kitchen,kitchen,"['oven', 'kitchen', 'oven', 'television room', 'house']",True
electric heater,pantry room,room,"['oven', 'room', 'family room', 'trap', 'pantry room']",False
electric toothbrush,closet,closet,"['freezer', 'closet', 'bar', 'cellar', 'house']",True
electronic adapter,kitchen,kitchen,"['dumpster', 'can', 'kitchen', 'oven', 'trap']",True
electronic cable,living room,living room,"['bar', 'living room', 'oven', 'can', 'can']",True
face moisturizer,television room,family room,"['can', 'oven', 'family room', 'television room', 'freezer']",False
faucet,bathroom,bathroom,"['bathroom', 'room', 'dining room', 'attic', 'bar']",True
file sorter,living room,living room,"['freezer', 'living room', 'house', 'house', 'house']",True
fingerpaint,kitchen,kitchen,"['freezer', 'attic', 'kitchen', 'trap', 'house']",True
fitness tracker wristband,utility room,utility room,"['can', 'basement', 'basement', 'house', 'utility room']",True
flashlight,childs room,none,"['childs room', 'dumpster', 'jar', 'house', 'dumpster']",False
flat screwdriver,exercise room,box,"['box', 'exercise room', 'trap', 'oven', 'basement']",False
floor,living room,dumpster,"['exercise room', 'basement', 'dumpster', 'living room', 'television room']",False
floorlamp,living room,living room,"['box', 'living room', 'attic', 'trap', 'lobby']",True
foam brick,television room,television room,"['can', 'can', 'trap', 'television room', 'bar']",True
folder,corridor,family room,"['box', 'basement', 'corridor', 'family room', 'dumpster']",False
fondant,playroom,box,"['playroom', 'trap', 'basement', 'box', 'family room']",False
footstool,bathroom,storage room,"['storage room', 'basement', 'bathroom', 'dining room', 'cellar']",False
fork,kitchen,kitchen,"['basement', 'box', 'house', 'kitchen', 'house']",True
fridge,kitchen,kitchen,"['basement', 'home office', 'basement', 'kitchen', 'bathroom']",True
fruit snack,utility room,jar,"['family room', 'can', 'utility room', 'cellar', 'jar']",False
furnace,basement,basement,"['box', 'bathroom', 'living room', 'jar', 'basement']",True
garbage,dumpster,dumpster,"['can', 'living room', 'basement', 'dumpster', 'box']",True
garbagebag,kitchen,dumpster,"['kitchen', 'utility room', 'dumpster', 'dining room', 'attic']",False
garbagecan,kitchen,kitchen,"['kitchen', 'exercise room', 'garage', 'room', 'room']",True
gelatin box,closet,freezer,"['bar', 'freezer', 'house', 'closet', 'dumpster']",False
glove,childs room,none,"['childs room', 'jar', 'attic', 'attic', 'dumpster']",False
golf ball,living room,living room,"['trap', 'living room', 'freezer', 'family room', 'oven']",True
graphics card,living room,living room,"['oven', 'living room', 'cellar', 'house', 'family room']",True
hair color,playroom,box,"['box', 'playroom', 'freezer', 'trap', 'cellar']",False
hair conditioner,dining room,cellar,"['dumpster', 'cellar', 'house', 'dining room', 'attic']",False
hair dryer,bathroom,bathroom,"['trap', 'family room', 'family room', 'can', 'bathroom']",True
hair straightener,exercise room,box,"['basement', 'exercise room', 'can', 'oven', 'box']",False
hammer,home office,home office,"['oven', 'home office', 'cellar', 'dumpster', 'family room']",True
hand bell,dining room,room,"['trap', 'can', 'cellar', 'room', 'dining room']",False
handbag,exercise room,family room,"['exercise room', 'jar', 'attic', 'family room', 'box']",False
handtowel,bathroom,bathroom,"['bar', 'can', 'bathroom', 'house', 'utility room']",True
handtowelholder,bathroom,bathroom,"['dumpster', 'living room', 'childs room', 'bathroom', 'trap']",True
hard drive,bedroom,bedroom,"['can', 'jar', 'freezer', 'bedroom', 'bar']",True
hard drive case,living room,living room,"['freezer', 'living room', 'trap', 'jar', 'dumpster']",True
hat,closet,closet,"['room', 'trap', 'house', 'room', 'closet']",True
headphone,playroom,playroom,"['box', 'basement', 'playroom', 'jar', 'can']",True
heavy duty gloves,lobby,room,"['dumpster', 'can', 'can', 'room', 'lobby']",False
heavy master chef can,corridor,attic,"['attic', 'can', 'house', 'corridor', 'house']",False
helmet,childs room,room,"['family room', 'cellar', 'childs room', 'dumpster', 'room']",False
herring fillets,bedroom,basement,"['room', 'bedroom', 'basement', 'can', 'can']",False
honey dipper,bedroom,bar,"['cellar', 'bar', 'bedroom', 'trap', 'oven']",False
houseplant,living room,living room,"['corridor', 'house', 'pantry room', 'lobby', 'living room']",True
incontinence pads,garage,room,"['garage', 'oven', 'can', 'room', 'dumpster']",False
ink cartridge,childs room,house,"['oven', 'dumpster', 'house', 'childs room', 'oven']",False
instant camera,television room,family room,"['trap', 'basement', 'family room', 'trap', 'television room']",False
invitation card,lobby,box,"['family room', 'box', 'cellar', 'jar', 'lobby']",False
jar,closet,closet,"['oven', 'cellar', 'freezer', 'jar', 'closet']",True
jenga,playroom,playroom,"['room', 'room', 'playroom', 'house', 'cellar']",True
jewelry box,exercise room,box,"['freezer', 'box', 'attic', 'can', 'exercise room']",False
kettle,kitchen,kitchen,"['home office', 'house', 'kitchen', 'corridor', 'attic']",True
keyboard,home office,home office,"['room', 'family room', 'can', 'home office', 'can']",True
keychain,living room,living room,"['living room', 'exercise room', 'house', 'garage', 'television room']",True
knife,kitchen,kitchen,"['dumpster', 'kitchen', 'can', 'bar', 'oven']",True
knife block,bedroom,cellar,"['family room', 'basement', 'cellar', 'oven', 'bedroom']",False
labeling tape,bedroom,family room,"['cellar', 'bedroom', 'family room', 'oven', 'can']",False
ladle,kitchen,kitchen,"['garage', 'kitchen', 'home office', 'jar', 'dining room']",True
lamp,bedroom,bedroom,"['bar', 'attic', 'basement', 'bedroom', 'cellar']",True
lantern,bathroom,house,"['can', 'house', 'bathroom', 'house', 'jar']",False
laptop,bedroom,bedroom,"['attic', 'jar', 'jar', 'trap', 'bedroom']",True
laptop cover,childs room,box,"['childs room', 'dumpster', 'cellar', 'box', 'oven']",False
laptop stand,childs room,childs room,"['trap', 'trap', 'childs room', 'trap', 'freezer']",True
large marker,dining room,dining room,"['box', 'bar', 'trap', 'can', 'dining room']",True
laundry box,home office,box,"['box', 'house', 'home office', 'house', 'jar']",False
laundryhamper,bedroom,bedroom,"['kitchen', 'attic', 'garage', 'exercise room', 'bedroom']",True
laxative,dining room,dining room,"['can', 'box', 'box', 'trap', 'dining room']",True
lego duplo,dining room,dining room,"['can', 'house', 'cellar', 'bar', 'dining room']",True
lemon,exercise room,bar,"['family room', 'exercise room', 'bar', 'room', 'bar']",False
letter holder,storage room,storage room,"['storage room', 'basement', 'box', 'oven', 'cellar']",True
lettuce,kitchen,kitchen,"['lobby', 'oven', 'basement', 'can', 'kitchen']",True
light bulb,bedroom,bedroom,"['basement', 'freezer', 'can', 'bedroom', 'trap']",True
lightswitch,living room,living room,"['garage', 'home office', 'living room', 'dining room', 'family room']",True
lime squeezer,storage room,storage room,"['storage room', 'oven', 'jar', 'trap', 'attic']",True
lipstick,home office,home office,"['home office', 'trap', 'attic', 'house', 'bar']",True
lunch bag,storage room,storage room,"['bar', 'oven', 'bar', 'storage room', 'jar']",True
lunch box,dining room,dining room,"['dining room', 'basement', 'cellar', 'can', 'jar']",True
magnifying glass,utility room,room,"['utility room', 'room', 'room', 'family room', 'room']",False
mascara,lobby,room,"['bar', 'trap', 'room', 'lobby', 'dumpster']",False
master chef can,television room,freezer,"['attic', 'attic', 'freezer', 'television room', 'room']",False
measuring tape,playroom,basement,"['basement', 'cellar', 'jar', 'playroom', 'trap']",False
medicine,home office,jar,"['home office', 'dumpster', 'trap', 'jar', 'family room']",False
microwave,kitchen,kitchen,"['exercise room', 'family room', 'oven', 'bedroom', 'kitchen']",True
milk fror,kitchen,kitchen,"['freezer', 'dumpster', 'kitchen', 'family room', 'can']",True
mini soccer ball,garage,garage,"['garage', 'jar', 'dumpster', 'basement', 'box']",True
mirror,living room,living room,"['cellar', 'living room', 'oven', 'basement', 'family room']",True
morboard,closet,family room,"['attic', 'family room', 'oven', 'closet', 'house']",False
mouse,living room,living room,"['living room', 'jar', 'freezer', 'jar', 'room']",True
mouse pad,living room,living room,"['trap', 'family room', 'basement', 'living room', 'trap']",True
movie dvd,playroom,playroom,"['oven', 'playroom', 'bar', 'jar', 'oven']",True
mug,kitchen,kitchen,"['basement', 'room', 'house', 'kitchen', 'cellar']",True
multiport hub,corridor,room,"['corridor', 'room', 'dumpster', 'house', 'dumpster']",False
mustard bottle,lobby,bar,"['bar', 'oven', 'cellar', 'lobby', 'bar']",False
neck rest,living room,living room,"['living room', 'can', 'oven', 'box', 'house']",True
newspaper,living room,living room,"['box', 'home office', 'basement', 'dining room', 'living room']",True
nine hole peg test,bedroom,box,"['box', 'bar', 'bedroom', 'dumpster', 'family room']",False
nintendo switch,television room,television room,"['television room', 'jar', 'room', 'house', 'trap']",True
orange,pantry room,room,"['room', 'oven', 'family room', 'pantry room', 'can']",False
ottoman,living room,living room,"['exercise room', 'bedroom', 'childs room', 'living room', 'bar']",True
padlock,lobby,cellar,"['lobby', 'cellar', 'jar', 'cellar', 'bar']",False
paint bottle set,playroom,playroom,"['playroom', 'jar', 'basement', 'freezer', 'room']",True
paint maker,utility room,utility room,"['cellar', 'family room', 'basement', 'basement', 'utility room']",True
painting,living room,living room,"['living room', 'bar', 'exercise room', 'closet', 'dumpster']",True
pan,kitchen,kitchen,"['room', 'house', 'room', 'jar', 'kitchen']",True
paper bag,garage,family room,"['house', 'box', 'family room', 'garage', 'oven']",False
papertowelroll,bathroom,utility room,"['bathroom', 'utility room', 'pantry room', 'jar', 'closet']",False
parchment sheet,dining room,dining room,"['attic', 'dining room', 'freezer', 'oven', 'room']",True
peach,television room,jar,"['jar', 'trap', 'room', 'television room', 'family room']",False
pear,utility room,house,"['house', 'oven', 'utility room', 'family room', 'oven']",False
peg and hammer toy,playroom,playroom,"['jar', 'can', 'freezer', 'playroom', 'freezer']",True
pen,bedroom,bedroom,"['box', 'bedroom', 'exercise room', 'house', 'cellar']",True
pencil,bedroom,room,"['bathroom', 'room', 'bedroom', 'can', 'childs room']",False
pencil case,television room,box,"['television room', 'box', 'dumpster', 'jar', 'can']",False
peppermint,pantry room,pantry room,"['jar', 'pantry room', 'box', 'oven', 'freezer']",True
peppershaker,kitchen,kitchen,"['childs room', 'kitchen', 'family room', 'living room', 'room']",True
pepsi can pack,garage,dumpster,"['dumpster', 'family room', 'freezer', 'jar', 'garage']",False
pet food supplement,pantry room,pantry room,"['jar', 'cellar', 'cellar', 'family room', 'pantry room']",True
phillips screwdriver,exercise room,room,"['room', 'family room', 'can', 'room', 'exercise room']",False
phone armband case,pantry room,room,"['room', 'basement', 'pantry room', 'freezer', 'dumpster']",False
phone stand,home office,home office,"['freezer', 'cellar', 'family room', 'home office', 'room']",True
picture frame,utility room,utility room,"['freezer', 'cellar', 'dumpster', 'bar', 'utility room']",True
pie,oven,dining room,"['storage room', 'living room', 'bedroom', 'dining room', 'oven']",False
pillow,bedroom,bedroom,"['attic', 'bedroom', 'box', 'bar', 'house']",True
pitcher base,home office,bar,"['jar', 'home office', 'bar', 'cellar', 'house']",False
plant,living room,living room,"['can', 'freezer', 'living room', 'oven', 'cellar']",True
plant container,garage,family room,"['garage', 'bar', 'family room', 'house', 'attic']",False
plant saucer,living room,living room,"['dumpster', 'living room', 'box', 'dumpster', 'freezer']",True
plate,living room,bar,"['oven', 'bar', 'box', 'living room', 'family room']",False
plum,pantry room,pantry room,"['box', 'cellar', 'cellar', 'trap', 'pantry room']",True
plunger,bathroom,bathroom,"['house', 'bathroom', 'trap', 'basement', 'dining room']",True
portable speaker,playroom,playroom,"['attic', 'house', 'oven', 'playroom', 'oven']",True
poster,bedroom,family room,"['family room', 'corridor', 'dining room', 'bedroom', 'freezer']",False
pot,kitchen,kitchen,"['storage room', 'kitchen', 'freezer', 'room', 'bathroom']",True
potato,kitchen,kitchen,"['playroom', 'living room', 'childs room', 'exercise room', 'kitchen']",True
potted meat can,corridor,can,"['jar', 'freezer', 'corridor', 'can', 'box']",False
power drill,kitchen,kitchen,"['jar', 'house', 'kitchen', 'can', 'room']",True
pressure cooker,home office,family room,"['home office', 'dumpster', 'family room', 'can', 'trap']",False
pudding box,utility room,freezer,"['oven', 'box', 'utility room', 'attic', 'freezer']",False
puzzle game,utility room,utility room,"['utility room', 'jar', 'freezer', 'dumpster', 'freezer']",True
racquetball,playroom,playroom,"['house', 'family room', 'freezer', 'playroom', 'basement']",True
ramekin,playroom,bar,"['cellar', 'bar', 'playroom', 'trap', 'can']",False
remote control,exercise room,family room,"['family room', 'jar', 'jar', 'bar', 'exercise room']",False
remotecontrol,bedroom,family room,"['family room', 'bedroom', 'dining room', 'childs room', 'basement']",False
rmal laminator,living room,living room,"['can', 'bar', 'can', 'living room', 'freezer']",True
roast,oven,oven,"['trap', 'childs room', 'bathroom', 'oven', 'closet']",True
roomdecor,living room,living room,"['box', 'pantry room', 'dumpster', 'cellar', 'living room']",True
router,bedroom,family room,"['house', 'family room', 'dumpster', 'bedroom', 'basement']",False
rubiks cube,home office,home office,"['can', 'home office', 'basement', 'bar', 'cellar']",True
safe,living room,attic,"['living room', 'attic', 'attic', 'box', 'jar']",False
salt shaker,bathroom,family room,"['box', 'family room', 'trap', 'bathroom', 'dumpster']",False
saltshaker,kitchen,kitchen,"['dining room', 'freezer', 'house', 'kitchen', 'lobby']",True
sanitary pads,bedroom,bedroom,"['bedroom', 'can', 'jar', 'trap', 'trap']",True
saucer,kitchen,kitchen,"['dumpster', 'kitchen', 'dumpster', 'oven', 'freezer']",True
saute pan,kitchen,kitchen,"['kitchen', 'box', 'dumpster', 'freezer', 'room']",True
scissors,exercise room,exercise room,"['freezer', 'exercise room', 'cellar', 'house', 'dumpster']",True
scrubbrush,bathroom,bathroom,"['basement', 'storage room', 'television room', 'bathroom', 'room']",True
set-top box,bathroom,house,"['oven', 'trap', 'trap', 'house', 'bathroom']",False
shelf,bedroom,bedroom,"['trap', 'basement', 'basement', 'bedroom', 'television room']",True
shelvingunit,bedroom,television room,"['bedroom', 'television room', 'bar', 'attic', 'playroom']",False
shoe,closet,closet,"['cellar', 'bar', 'closet', 'oven', 'cellar']",True
shoe box,corridor,corridor,"['freezer', 'can', 'oven', 'bar', 'corridor']",True
showercurtain,bathroom,bathroom,"['cellar', 'bathroom', 'room', 'storage room', 'pantry room']",True
showerdoor,bathroom,bathroom,"['corridor', 'kitchen', 'television room', 'bathroom', 'kitchen']",True
showerglass,bathroom,bathroom,"['dining room', 'dining room', 'attic', 'bathroom', 'basement']",True
showerhead,bathroom,bathroom,"['exercise room', 'bar', 'bathroom', 'dining room', 'cellar']",True
shredder,pantry room,trap,"['pantry room', 'freezer', 'can', 'room', 'trap']",False
sidetable,living room,living room,"['family room', 'living room', 'oven', 'corridor', 'closet']",True
sidewalk chalk,living room,living room,"['family room', 'can', 'oven', 'living room', 'dumpster']",True
sink,kitchen,kitchen,"['attic', 'closet', 'childs room', 'kitchen', 'television room']",True
sinkbasin,bathroom,bathroom,"['freezer', 'family room', 'lobby', 'garage', 'bathroom']",True
skillet,exercise room,house,"['trap', 'house', 'box', 'exercise room', 'trap']",False
skillet lid,closet,closet,"['attic', 'box', 'closet', 'room', 'can']",True
skin care product,corridor,bar,"['bar', 'corridor', 'cellar', 'freezer', 'trap']",False
skin moisturizer,bathroom,bathroom,"['attic', 'house', 'box', 'bathroom', 'house']",True
snack cake,lobby,box,"['oven', 'trap', 'room', 'box', 'lobby']",False
snack dispenser,utility room,utility room,"['trap', 'freezer', 'basement', 'house', 'utility room']",True
soap dish,childs room,childs room,"['can', 'box', 'childs room', 'house', 'basement']",True
soap dispenser,kitchen,kitchen,"['box', 'attic', 'trap', 'cellar', 'kitchen']",True
soapbar,bathroom,bathroom,"['dining room', 'bathroom', 'closet', 'television room', 'closet']",True
soapbottle,bathroom,bathroom,"['freezer', 'bathroom', 'pantry room', 'childs room', 'basement']",True
sofa,living room,living room,"['basement', 'bathroom', 'living room', 'basement', 'utility room']",True
softball,bedroom,family room,"['freezer', 'oven', 'bedroom', 'family room', 'freezer']",False
software cd,dining room,attic,"['attic', 'jar', 'bar', 'bar', 'dining room']",False
sorting toy,playroom,playroom,"['dumpster', 'freezer', 'playroom', 'bar', 'house']",True
sparkling water,garage,cellar,"['freezer', 'garage', 'cellar', 'jar', 'jar']",False
spatula,kitchen,kitchen,"['cellar', 'house', 'house', 'family room', 'kitchen']",True
spider,cellar,bedroom,"['pantry room', 'bedroom', 'bedroom', 'television room', 'cellar']",False
sponge,utility room,utility room,"['box', 'attic', 'family room', 'utility room', 'basement']",True
sponge dish,pantry room,pantry room,"['pantry room', 'can', 'trap', 'basement', 'bar']",True
spoon,kitchen,kitchen,"['can', 'bar', 'kitchen', 'attic', 'room']",True
spoon rest,bathroom,family room,"['attic', 'bathroom', 'family room', 'dumpster', 'oven']",False
spraybottle,bathroom,bathroom,"['jar', 'dumpster', 'freezer', 'bathroom', 'jar']",True
stacking cups,closet,room,"['room', 'trap', 'family room', 'closet', 'basement']",False
stand mixer,pantry room,pantry room,"['family room', 'pantry room', 'attic', 'bar', 'bar']",True
statue,kitchen,dining room,"['can', 'dining room', 'can', 'house', 'kitchen']",False
steak,freezer,freezer,"['exercise room', 'freezer', 'childs room', 'television room', 'family room']",True
stool,kitchen,kitchen,"['trap', 'house', 'kitchen', 'corridor', 'childs room']",True
storage bin,closet,closet,"['cellar', 'closet', 'basement', 'basement', 'trap']",True
stoveburner,kitchen,kitchen,"['bar', 'closet', 'box', 'freezer', 'kitchen']",True
stoveknob,kitchen,kitchen,"['pantry room', 'bathroom', 'garage', 'pantry room', 'kitchen']",True
strawberry,storage room,freezer,"['freezer', 'can', 'storage room', 'freezer', 'oven']",False
string lights,bedroom,bedroom,"['dumpster', 'freezer', 'bedroom', 'dumpster', 'oven']",True
stuffed toy,kitchen,family room,"['house', 'family room', 'cellar', 'kitchen', 'house']",False
sugar box,utility room,room,"['room', 'basement', 'freezer', 'utility room', 'family room']",False
sugar sprinkles,dining room,room,"['room', 'family room', 'dining room', 'oven', 'bar']",False
surface saver ring,exercise room,bar,"['bar', 'oven', 'basement', 'exercise room', 'trap']",False
sushi mat,exercise room,exercise room,"['attic', 'jar', 'exercise room', 'room', 'trap']",True
table,bedroom,playroom,"['bedroom', 'pantry room', 'playroom', 'jar', 'home office']",False
table lamp,dining room,dining room,"['jar', 'dumpster', 'dining room', 'attic', 'box']",True
tablet,pantry room,box,"['pantry room', 'box', 'house', 'freezer', 'freezer']",False
tablet holder,dining room,dining room,"['dining room', 'can', 'jar', 'jar', 'house']",True
tablet stand,playroom,playroom,"['jar', 'freezer', 'freezer', 'dumpster', 'playroom']",True
tabletopdecor,bedroom,bedroom,"['exercise room', 'dumpster', 'bedroom', 'bar', 'exercise room']",True
tampon,childs room,none,"['attic', 'can', 'childs room', 'can', 'house']",False
