question,full_answer,final_answer,correct_answer
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: beard color gel
Locations: oven, trap, trap, bar, playroom
Your Choice:",playroom,playroom,playroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: beauty pack
Locations: utility room, family room, jar, can, oven
Your Choice:",family room,family room,utility room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: bed
Locations: childs room, living room, bathroom, bedroom, home office
Your Choice:",bedroom,bedroom,bedroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: bleach cleanser
Locations: kitchen, oven, room, family room, attic
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: blender jar
Locations: dining room, jar, family room, bar, attic
Your Choice:",bar,bar,dining room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: blind
Locations: attic, basement, kitchen, playroom, trap
Your Choice:",attic,attic,kitchen
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: board game
Locations: jar, lobby, trap, freezer, dumpster
Your Choice:",lobby,lobby,lobby
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: book
Locations: box, attic, oven, bedroom, house
Your Choice:",bedroom,bedroom,bedroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: bookend
Locations: bar, attic, freezer, playroom, family room
Your Choice:",family room,family room,playroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: boot
Locations: closet, kitchen, bedroom, house, corridor
Your Choice:",closet,closet,bedroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: bottle
Locations: kitchen, childs room, dumpster, house, closet
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: bowl
Locations: kitchen, can, house, bar, box
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: box
Locations: trap, living room, bar, oven, house
Your Choice:",living room,living room,living room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: bread
Locations: childs room, dumpster, corridor, kitchen, utility room
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: bundt pan
Locations: room, jar, attic, corridor, trap
Your Choice:",room,room,corridor
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: butter dish
Locations: attic, dining room, freezer, trap, bar
Your Choice:",dining room,dining room,dining room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: butterknife
Locations: bathroom, bedroom, family room, kitchen, childs room
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: cabinet
Locations: kitchen, closet, trap, childs room, pantry room
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: cake mix
Locations: room, exercise room, trap, can, can
Your Choice:",room,room,exercise room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: cake pan
Locations: storage room, bar, jar, freezer, box
Your Choice:",storage room,storage room,storage room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: camera
Locations: house, family room, bar, bar, bedroom
Your Choice:",family room,family room,bedroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: can opener
Locations: cellar, dumpster, dumpster, trap, garage
Your Choice:",garage,garage,garage
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: candle
Locations: bedroom, bar, bedroom, childs room, bathroom
Your Choice:",bathroom,bathroom,bathroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: candle holder
Locations: family room, cellar, attic, can, bathroom
Your Choice:",family room,family room,bathroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: candy
Locations: oven, cellar, box, box, bedroom
Your Choice:",box,box,bedroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: candy bar
Locations: oven, cellar, basement, cellar, playroom
Your Choice:",playroom,playroom,playroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: canister
Locations: cellar, jar, dumpster, trap, dining room
Your Choice:",dining room,dining room,dining room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: card game
Locations: basement, bar, dumpster, jar, dining room
Your Choice:",bar,bar,dining room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: carrying case
Locations: freezer, trap, box, childs room, oven
Your Choice:",box,box,childs room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: casserole dish
Locations: basement, oven, trap, box, home office
Your Choice:",oven,oven,home office
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: cd
Locations: house, bedroom, lobby, kitchen, box
Your Choice:",bedroom,bedroom,bedroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: cellphone
Locations: trap, exercise room, bathroom, living room, room
Your Choice:",living room,living room,living room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: cereal
Locations: basement, jar, exercise room, bar, cellar
Your Choice:",jar,jar,exercise room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: chain
Locations: family room, bar, playroom, cellar, bar
Your Choice:",bar,bar,playroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: chair
Locations: bedroom, dining room, home office, exercise room, cellar
Your Choice:",dining room,dining room,bedroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: chocolate
Locations: freezer, can, family room, exercise room, trap
Your Choice:",family room,family room,exercise room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: chocolate box
Locations: jar, trap, cellar, attic, exercise room
Your Choice:",cellar,cellar,exercise room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: chocolate milk pods
Locations: room, television room, freezer, attic, freezer
Your Choice:",freezer,freezer,television room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: chocolate powder
Locations: house, bar, television room, freezer, dumpster
Your Choice:",house,house,television room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: chopping board
Locations: dining room, basement, freezer, room, can
Your Choice:",dining room,dining room,dining room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: clamp
Locations: attic, attic, jar, childs room, trap
Your Choice:",attic,attic,childs room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: clay
Locations: freezer, bathroom, bar, family room, freezer
Your Choice:",family room,family room,bathroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: clock
Locations: room, house, dumpster, home office, trap
Your Choice:",home office,home office,home office
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: cloth
Locations: bathroom, dumpster, freezer, box, family room
Your Choice:",box,box,bathroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: coffee beans
Locations: trap, attic, box, closet, oven
Your Choice:",box,box,closet
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: coffee pods
Locations: playroom, jar, cellar, freezer, basement
Your Choice:",jar,jar,playroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: coffeemachine
Locations: lobby, jar, pantry room, kitchen, childs room
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: coffeemaker
Locations: room, freezer, bar, freezer, bathroom
Your Choice:",bar,bar,bathroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: coffeetable
Locations: kitchen, living room, utility room, house, corridor
Your Choice:",living room,living room,living room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: colored wood blocks
Locations: bathroom, box, cellar, attic, family room
Your Choice:",family room,family room,bathroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: condiment
Locations: trap, family room, dumpster, room, home office
Your Choice:",family room,family room,home office
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: countertop
Locations: corridor, oven, bedroom, utility room, oven
Your Choice:",utility room,utility room,bedroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: cracker box
Locations: bathroom, can, attic, trap, room
Your Choice:",can,can,bathroom
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: crayon
Locations: exercise room, trap, freezer, house, room
Your Choice:",house,house,exercise room
"Here are a few examples:
Object: canned goods
Location: pantry room
Object: bedside lamp
Location: bedroom
Object: bed
Location: bedroom
Object: cutting board
Location: kitchen
Object: shoe rack
Location: corridor
Object: yoga mat
Location: exercise room
Object: canned beans
Location: pantry room
Object: trunk
Location: attic

Object: creditcard
Locations: lobby, house, bathroom, pantry room, bedroom
Your Choice:",bedroom,bedroom,bedroom
