question,full_answer,final_answer,correct_answer
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: balancing cactus
Locations: house, freezer, dumpster, dining room, bar
Your Choice:",bar,bar,dining room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: banana
Locations: pantry room, bar, family room, dumpster, attic
Your Choice:",pantry room,pantry room,pantry room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: baseball
Locations: room, freezer, freezer, bedroom, box
Your Choice:",room,room,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: baseballbat
Locations: house, box, bedroom, bathroom, jar
Your Choice:",house,house,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: basketball
Locations: freezer, attic, trap, bedroom, jar
Your Choice:",attic,attic,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bat
Locations: freezer, attic, box, family room, home office
Your Choice:",attic,attic,attic
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bath sheet
Locations: room, jar, dumpster, dining room, cellar
Your Choice:",cellar,cellar,dining room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bathtub
Locations: exercise room, living room, family room, bathroom, attic
Your Choice:",bathroom,bathroom,bathroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bathtubbasin
Locations: garage, living room, bathroom, room, can
Your Choice:",bathroom,bathroom,bathroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: batter
Locations: garage, box, dumpster, dining room, childs room
Your Choice:",kitchen,None,box
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: battery
Locations: house, can, oven, storage room, family room
Your Choice:",storage room,storage room,storage room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: beard color gel
Locations: trap, trap, bar, oven, playroom
Your Choice:",bar,bar,playroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: beauty pack
Locations: can, jar, family room, utility room, oven
Your Choice:",utility room,utility room,utility room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bed
Locations: childs room, living room, home office, bathroom, bedroom
Your Choice:",Bedroom,bedroom,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bleach cleanser
Locations: oven, attic, family room, room, kitchen
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: blender jar
Locations: bar, dining room, attic, jar, family room
Your Choice:",bar,bar,dining room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: blind
Locations: playroom, trap, basement, attic, kitchen
Your Choice:",attic,attic,kitchen
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: board game
Locations: jar, trap, freezer, dumpster, lobby
Your Choice:",lobby,lobby,lobby
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: book
Locations: attic, house, bedroom, box, oven
Your Choice:",Bedroom,bedroom,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bookend
Locations: bar, playroom, attic, freezer, family room
Your Choice:",family room,family room,playroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: boot
Locations: house, bedroom, corridor, kitchen, closet
Your Choice:",Closet,closet,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bottle
Locations: childs room, closet, house, kitchen, dumpster
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bowl
Locations: kitchen, box, house, bar, can
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: box
Locations: trap, living room, house, oven, bar
Your Choice:",living room,living room,living room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bread
Locations: utility room, kitchen, dumpster, childs room, corridor
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: bundt pan
Locations: trap, jar, corridor, attic, room
Your Choice:",room,room,corridor
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: butter dish
Locations: dining room, bar, freezer, attic, trap
Your Choice:",dining room,dining room,dining room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: butterknife
Locations: bathroom, kitchen, childs room, family room, bedroom
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: cabinet
Locations: closet, pantry room, kitchen, trap, childs room
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: cake mix
Locations: can, room, can, trap, exercise room
Your Choice:",kitchen,None,exercise room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: cake pan
Locations: jar, bar, storage room, freezer, box
Your Choice:",storage room,storage room,storage room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: camera
Locations: bar, family room, bedroom, bar, house
Your Choice:",family room,family room,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: can opener
Locations: cellar, trap, dumpster, garage, dumpster
Your Choice:",kitchen,None,garage
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: candle
Locations: bar, bathroom, bedroom, bedroom, childs room
Your Choice:",Bedroom,bedroom,bathroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: candle holder
Locations: can, bathroom, cellar, attic, family room
Your Choice:",family room,family room,bathroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: candy
Locations: box, oven, cellar, bedroom, box
Your Choice:",box,box,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: candy bar
Locations: oven, playroom, cellar, cellar, basement
Your Choice:",playroom,playroom,playroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: canister
Locations: dumpster, dining room, cellar, trap, jar
Your Choice:",cellar,cellar,dining room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: card game
Locations: basement, dining room, jar, dumpster, bar
Your Choice:",dining room,dining room,dining room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: carrying case
Locations: childs room, box, freezer, oven, trap
Your Choice:",childs room,childs room,childs room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: casserole dish
Locations: basement, trap, oven, home office, box
Your Choice:",oven,oven,home office
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: cd
Locations: bedroom, lobby, box, house, kitchen
Your Choice:",bedroom,bedroom,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: cellphone
Locations: room, living room, exercise room, trap, bathroom
Your Choice:",room,room,living room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: cereal
Locations: jar, basement, cellar, exercise room, bar
Your Choice:",kitchen,None,exercise room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: chain
Locations: bar, family room, playroom, bar, cellar
Your Choice:",cellar,cellar,playroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: chair
Locations: dining room, home office, bedroom, exercise room, cellar
Your Choice:",dining room,dining room,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: chocolate
Locations: freezer, exercise room, can, trap, family room
Your Choice:",freezer,freezer,exercise room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: chocolate box
Locations: trap, exercise room, jar, attic, cellar
Your Choice:",cellar,cellar,exercise room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: chocolate milk pods
Locations: freezer, television room, attic, freezer, room
Your Choice:",freezer,freezer,television room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: chocolate powder
Locations: dumpster, house, freezer, television room, bar
Your Choice:",bar,bar,television room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: chopping board
Locations: can, room, freezer, basement, dining room
Your Choice:",kitchen,None,dining room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: clamp
Locations: attic, attic, jar, childs room, trap
Your Choice:",attic,attic,childs room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: clay
Locations: freezer, family room, freezer, bathroom, bar
Your Choice:",family room,family room,bathroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: clock
Locations: dumpster, home office, room, trap, house
Your Choice:",home office,home office,home office
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: cloth
Locations: dumpster, bathroom, family room, freezer, box
Your Choice:",bathroom,bathroom,bathroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: coffee beans
Locations: trap, oven, closet, box, attic
Your Choice:",closet,closet,closet
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: coffee pods
Locations: freezer, jar, basement, playroom, cellar
Your Choice:",kitchen,None,playroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: coffeemachine
Locations: lobby, childs room, pantry room, kitchen, jar
Your Choice:",kitchen,kitchen,kitchen
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: coffeemaker
Locations: room, bar, bathroom, freezer, freezer
Your Choice:",bar,bar,bathroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: coffeetable
Locations: kitchen, utility room, living room, corridor, house
Your Choice:",living room,living room,living room
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: colored wood blocks
Locations: family room, box, bathroom, cellar, attic
Your Choice:",family room,family room,bathroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: condiment
Locations: family room, dumpster, room, home office, trap
Your Choice:",kitchen,None,home office
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: countertop
Locations: oven, utility room, oven, bedroom, corridor
Your Choice:",kitchen,None,bedroom
"Here are a few examples:
Object: Teddy bear
Location: childs room
Object: Teddy bear
Location: childs room
Object: nightstand
Location: bedroom
Object: Toaster
Location: kitchen
Object: Treadmill
Location: exercise room
Object: Alarm clock
Location: bedroom
Object: Toys
Location: playroom
Object: Toaster
Location: kitchen

Object: cracker box
Locations: room, trap, attic, can, bathroom
Your Choice:",kitchen,None,bathroom
