object,correct_location,predicted_location,location_choices,correct_prediction
carrying case,childs room,box,"['trap', 'box', 'oven', 'freezer', 'childs room']",False
casserole dish,home office,oven,"['home office', 'basement', 'trap', 'box', 'oven']",False
cd,bedroom,box,"['bedroom', 'house', 'lobby', 'kitchen', 'box']",False
cellphone,living room,living room,"['trap', 'bathroom', 'living room', 'room', 'exercise room']",True
cereal,exercise room,jar,"['basement', 'cellar', 'bar', 'jar', 'exercise room']",False
chain,playroom,bar,"['cellar', 'family room', 'bar', 'bar', 'playroom']",False
chair,bedroom,dining room,"['exercise room', 'bedroom', 'dining room', 'home office', 'cellar']",False
chocolate,exercise room,freezer,"['family room', 'trap', 'can', 'freezer', 'exercise room']",False
chocolate box,exercise room,jar,"['trap', 'cellar', 'attic', 'jar', 'exercise room']",False
chocolate milk pods,television room,freezer,"['freezer', 'television room', 'room', 'freezer', 'attic']",False
chocolate powder,television room,bar,"['dumpster', 'television room', 'freezer', 'bar', 'house']",False
chopping board,dining room,dining room,"['basement', 'freezer', 'dining room', 'room', 'can']",True
clamp,childs room,attic,"['attic', 'jar', 'trap', 'attic', 'childs room']",False
clay,bathroom,bathroom,"['freezer', 'family room', 'bar', 'freezer', 'bathroom']",True
clock,home office,home office,"['room', 'home office', 'house', 'trap', 'dumpster']",True
cloth,bathroom,box,"['box', 'family room', 'bathroom', 'dumpster', 'freezer']",False
coffee beans,closet,box,"['closet', 'box', 'oven', 'attic', 'trap']",False
coffee pods,playroom,jar,"['freezer', 'playroom', 'basement', 'jar', 'cellar']",False
coffeemachine,kitchen,kitchen,"['childs room', 'jar', 'lobby', 'kitchen', 'pantry room']",True
coffeemaker,bathroom,bar,"['bathroom', 'bar', 'room', 'freezer', 'freezer']",False
coffeetable,living room,living room,"['house', 'living room', 'kitchen', 'utility room', 'corridor']",True
colored wood blocks,bathroom,box,"['family room', 'cellar', 'attic', 'bathroom', 'box']",False
condiment,home office,room,"['home office', 'dumpster', 'family room', 'trap', 'room']",False
countertop,bedroom,utility room,"['bedroom', 'oven', 'utility room', 'corridor', 'oven']",False
cracker box,bathroom,room,"['trap', 'can', 'room', 'attic', 'bathroom']",False
crayon,exercise room,room,"['exercise room', 'house', 'freezer', 'room', 'trap']",False
creditcard,bedroom,wallet,"['bedroom', 'pantry room', 'house', 'lobby', 'bathroom']",False
cube storage box,lobby,basement,"['lobby', 'bar', 'basement', 'cellar', 'freezer']",False
cup,kitchen,kitchen,"['trap', 'kitchen', 'can', 'family room', 'trap']",True
curtain,bedroom,bedroom,"['house', 'bar', 'pantry room', 'bedroom', 'dining room']",True
cushion,television room,television room,"['house', 'room', 'room', 'attic', 'television room']",True
desk,living room,living room,"['attic', 'childs room', 'jar', 'living room', 'house']",True
desk caddy,childs room,box,"['family room', 'attic', 'childs room', 'jar', 'box']",False
desklamp,living room,living room,"['living room', 'dining room', 'utility room', 'playroom', 'jar']",True
desktop,bedroom,corridor,"['bar', 'bedroom', 'cellar', 'dumpster', 'corridor']",False
diaper pack,home office,home office,"['attic', 'can', 'trap', 'can', 'home office']",True
dietary supplement,storage room,storage room,"['cellar', 'jar', 'cellar', 'basement', 'storage room']",True
diningtable,kitchen,kitchen,"['freezer', 'corridor', 'closet', 'kitchen', 'pantry room']",True
dish drainer,exercise room,cellar,"['freezer', 'exercise room', 'cellar', 'trap', 'family room']",False
dishsponge,bathroom,bathroom,"['box', 'house', 'bathroom', 'lobby', 'house']",True
dishtowel,lobby,lobby,"['cellar', 'cellar', 'dumpster', 'lobby', 'oven']",True
dishwasher,kitchen,kitchen,"['playroom', 'childs room', 'kitchen', 'dining room', 'playroom']",True
dispensing closure,television room,bar,"['bar', 'basement', 'cellar', 'television room', 'dumpster']",False
dog bowl,garage,garage,"['trap', 'attic', 'freezer', 'oven', 'garage']",True
dog chew toy,corridor,room,"['room', 'basement', 'attic', 'corridor', 'attic']",False
dogbed,bedroom,bedroom,"['storage room', 'pantry room', 'garage', 'bedroom', 'exercise room']",True
dollhouse toy,bathroom,family room,"['jar', 'bathroom', 'family room', 'freezer', 'jar']",False
donut,television room,jar,"['television room', 'can', 'cellar', 'jar', 'dumpster']",False
drawer,kitchen,room,"['storage room', 'kitchen', 'trap', 'room', 'basement']",False
dresser,bedroom,bedroom,"['utility room', 'house', 'oven', 'bedroom', 'utility room']",True
drink,can,can,"['closet', 'house', 'home office', 'family room', 'can']",True
drink coaster,playroom,jar,"['jar', 'room', 'cellar', 'playroom', 'house']",False
dryer,basement,basement,"['living room', 'closet', 'basement', 'playroom', 'television room']",True
duct tape,dining room,room,"['room', 'dumpster', 'dining room', 'room', 'trap']",False
dumbbell,bedroom,basement,"['freezer', 'attic', 'bedroom', 'basement', 'oven']",False
dumbbell rack,living room,room,"['room', 'living room', 'can', 'room', 'can']",False
dustpan and brush,television room,house,"['house', 'can', 'can', 'television room', 'freezer']",False
dutch oven,kitchen,kitchen,"['freezer', 'kitchen', 'family room', 'house', 'box']",True
easter basket,bedroom,family room,"['attic', 'family room', 'dumpster', 'bedroom', 'jar']",False
egg,kitchen,kitchen,"['kitchen', 'oven', 'oven', 'house', 'television room']",True
electric heater,pantry room,family room,"['room', 'trap', 'pantry room', 'oven', 'family room']",False
electric toothbrush,closet,closet,"['freezer', 'house', 'bar', 'closet', 'cellar']",True
electronic adapter,kitchen,trap,"['kitchen', 'oven', 'trap', 'can', 'dumpster']",False
electronic cable,living room,living room,"['living room', 'bar', 'can', 'oven', 'can']",True
face moisturizer,television room,bathroom,"['family room', 'television room', 'oven', 'can', 'freezer']",False
faucet,bathroom,bathroom,"['dining room', 'room', 'attic', 'bar', 'bathroom']",True
file sorter,living room,living room,"['house', 'house', 'house', 'freezer', 'living room']",True
fingerpaint,kitchen,kitchen,"['freezer', 'house', 'kitchen', 'trap', 'attic']",True
fitness tracker wristband,utility room,utility room,"['basement', 'can', 'house', 'utility room', 'basement']",True
flashlight,childs room,childs room,"['house', 'dumpster', 'dumpster', 'childs room', 'jar']",True
flat screwdriver,exercise room,box,"['exercise room', 'trap', 'oven', 'basement', 'box']",False
floor,living room,living room,"['living room', 'dumpster', 'basement', 'exercise room', 'television room']",True
floorlamp,living room,living room,"['attic', 'box', 'trap', 'living room', 'lobby']",True
foam brick,television room,television room,"['bar', 'can', 'television room', 'trap', 'can']",True
folder,corridor,box,"['family room', 'dumpster', 'corridor', 'box', 'basement']",False
fondant,playroom,box,"['family room', 'trap', 'basement', 'playroom', 'box']",False
footstool,bathroom,dining room,"['cellar', 'bathroom', 'storage room', 'basement', 'dining room']",False
fork,kitchen,kitchen,"['house', 'house', 'kitchen', 'box', 'basement']",True
fridge,kitchen,kitchen,"['basement', 'bathroom', 'kitchen', 'basement', 'home office']",True
fruit snack,utility room,jar,"['cellar', 'jar', 'family room', 'utility room', 'can']",False
furnace,basement,basement,"['basement', 'box', 'jar', 'living room', 'bathroom']",True
garbage,dumpster,dumpster,"['dumpster', 'box', 'living room', 'can', 'basement']",True
garbagebag,kitchen,dumpster,"['utility room', 'attic', 'dumpster', 'kitchen', 'dining room']",False
garbagecan,kitchen,kitchen,"['garage', 'room', 'kitchen', 'room', 'exercise room']",True
gelatin box,closet,freezer,"['house', 'closet', 'bar', 'freezer', 'dumpster']",False
glove,childs room,childs room,"['dumpster', 'attic', 'childs room', 'attic', 'jar']",True
golf ball,living room,family room,"['freezer', 'living room', 'oven', 'family room', 'trap']",False
graphics card,living room,cellar,"['house', 'living room', 'family room', 'oven', 'cellar']",False
hair color,playroom,box,"['cellar', 'box', 'playroom', 'trap', 'freezer']",False
hair conditioner,dining room,house,"['attic', 'cellar', 'dining room', 'dumpster', 'house']",False
hair dryer,bathroom,bathroom,"['can', 'trap', 'bathroom', 'family room', 'family room']",True
hair straightener,exercise room,box,"['exercise room', 'basement', 'oven', 'can', 'box']",False
hammer,home office,cellar,"['oven', 'family room', 'home office', 'dumpster', 'cellar']",False
hand bell,dining room,dining room,"['cellar', 'can', 'room', 'trap', 'dining room']",True
handbag,exercise room,family room,"['attic', 'box', 'jar', 'family room', 'exercise room']",False
handtowel,bathroom,bathroom,"['can', 'bathroom', 'bar', 'utility room', 'house']",True
handtowelholder,bathroom,bathroom,"['childs room', 'living room', 'trap', 'dumpster', 'bathroom']",True
hard drive,bedroom,bedroom,"['freezer', 'can', 'jar', 'bar', 'bedroom']",True
hard drive case,living room,jar,"['dumpster', 'living room', 'trap', 'jar', 'freezer']",False
hat,closet,closet,"['room', 'closet', 'trap', 'room', 'house']",True
headphone,playroom,box,"['box', 'jar', 'playroom', 'basement', 'can']",False
heavy duty gloves,lobby,room,"['can', 'dumpster', 'room', 'lobby', 'can']",False
heavy master chef can,corridor,attic,"['house', 'house', 'attic', 'can', 'corridor']",False
helmet,childs room,childs room,"['childs room', 'cellar', 'room', 'family room', 'dumpster']",True
herring fillets,bedroom,can,"['room', 'can', 'bedroom', 'basement', 'can']",False
honey dipper,bedroom,bar,"['bedroom', 'trap', 'bar', 'cellar', 'oven']",False
houseplant,living room,living room,"['house', 'lobby', 'living room', 'pantry room', 'corridor']",True
incontinence pads,garage,room,"['can', 'garage', 'dumpster', 'room', 'oven']",False
ink cartridge,childs room,dumpster,"['oven', 'childs room', 'oven', 'dumpster', 'house']",False
instant camera,television room,family room,"['trap', 'family room', 'television room', 'basement', 'trap']",False
invitation card,lobby,lobby,"['family room', 'jar', 'cellar', 'box', 'lobby']",True
jar,closet,jar,"['jar', 'cellar', 'oven', 'closet', 'freezer']",False
jenga,playroom,playroom,"['cellar', 'room', 'room', 'house', 'playroom']",True
jewelry box,exercise room,box,"['freezer', 'can', 'attic', 'exercise room', 'box']",False
kettle,kitchen,kitchen,"['house', 'corridor', 'kitchen', 'home office', 'attic']",True
keyboard,home office,home office,"['can', 'room', 'can', 'family room', 'home office']",True
keychain,living room,garage,"['living room', 'house', 'exercise room', 'television room', 'garage']",False
knife,kitchen,kitchen,"['oven', 'can', 'bar', 'kitchen', 'dumpster']",True
knife block,bedroom,kitchen,"['oven', 'bedroom', 'basement', 'family room', 'cellar']",False
labeling tape,bedroom,family room,"['cellar', 'can', 'family room', 'bedroom', 'oven']",False
ladle,kitchen,kitchen,"['jar', 'kitchen', 'garage', 'dining room', 'home office']",True
lamp,bedroom,bedroom,"['attic', 'basement', 'cellar', 'bar', 'bedroom']",True
lantern,bathroom,house,"['jar', 'house', 'bathroom', 'house', 'can']",False
laptop,bedroom,bedroom,"['attic', 'jar', 'bedroom', 'jar', 'trap']",True
laptop cover,childs room,box,"['cellar', 'oven', 'dumpster', 'box', 'childs room']",False
laptop stand,childs room,childs room,"['trap', 'freezer', 'trap', 'trap', 'childs room']",True
large marker,dining room,box,"['can', 'trap', 'dining room', 'box', 'bar']",False
laundry box,home office,house,"['house', 'house', 'home office', 'box', 'jar']",False
laundryhamper,bedroom,bedroom,"['attic', 'bedroom', 'exercise room', 'garage', 'kitchen']",True
laxative,dining room,box,"['trap', 'box', 'dining room', 'can', 'box']",False
lego duplo,dining room,house,"['dining room', 'cellar', 'house', 'can', 'bar']",False
lemon,exercise room,bar,"['exercise room', 'bar', 'family room', 'room', 'bar']",False
letter holder,storage room,storage room,"['basement', 'cellar', 'oven', 'box', 'storage room']",True
lettuce,kitchen,kitchen,"['can', 'basement', 'kitchen', 'lobby', 'oven']",True
light bulb,bedroom,bedroom,"['basement', 'trap', 'bedroom', 'can', 'freezer']",True
lightswitch,living room,home office,"['living room', 'family room', 'garage', 'dining room', 'home office']",False
lime squeezer,storage room,storage room,"['jar', 'attic', 'storage room', 'trap', 'oven']",True
lipstick,home office,house,"['attic', 'home office', 'trap', 'bar', 'house']",False
lunch bag,storage room,storage room,"['bar', 'jar', 'storage room', 'oven', 'bar']",True
lunch box,dining room,dining room,"['can', 'dining room', 'cellar', 'jar', 'basement']",True
magnifying glass,utility room,utility room,"['room', 'utility room', 'room', 'family room', 'room']",True
mascara,lobby,room,"['trap', 'dumpster', 'room', 'lobby', 'bar']",False
master chef can,television room,freezer,"['attic', 'room', 'television room', 'freezer', 'attic']",False
measuring tape,playroom,basement,"['cellar', 'trap', 'basement', 'playroom', 'jar']",False
medicine,home office,home office,"['jar', 'trap', 'family room', 'dumpster', 'home office']",True
microwave,kitchen,kitchen,"['bedroom', 'kitchen', 'family room', 'oven', 'exercise room']",True
milk fror,kitchen,kitchen,"['kitchen', 'dumpster', 'freezer', 'family room', 'can']",True
mini soccer ball,garage,garage,"['basement', 'dumpster', 'box', 'garage', 'jar']",True
mirror,living room,living room,"['basement', 'living room', 'family room', 'oven', 'cellar']",True
morboard,closet,closet,"['closet', 'house', 'attic', 'oven', 'family room']",True
mouse,living room,jar,"['jar', 'freezer', 'jar', 'living room', 'room']",False
mouse pad,living room,living room,"['family room', 'basement', 'living room', 'trap', 'trap']",True
movie dvd,playroom,bar,"['oven', 'jar', 'bar', 'oven', 'playroom']",False
mug,kitchen,kitchen,"['kitchen', 'cellar', 'room', 'house', 'basement']",True
multiport hub,corridor,room,"['house', 'corridor', 'room', 'dumpster', 'dumpster']",False
mustard bottle,lobby,bar,"['oven', 'bar', 'bar', 'lobby', 'cellar']",False
neck rest,living room,living room,"['house', 'box', 'can', 'living room', 'oven']",True
newspaper,living room,home office,"['living room', 'box', 'dining room', 'home office', 'basement']",False
nine hole peg test,bedroom,box,"['bar', 'family room', 'dumpster', 'box', 'bedroom']",False
nintendo switch,television room,television room,"['house', 'television room', 'jar', 'room', 'trap']",True
orange,pantry room,pantry room,"['pantry room', 'room', 'can', 'oven', 'family room']",True
ottoman,living room,living room,"['living room', 'childs room', 'exercise room', 'bedroom', 'bar']",True
padlock,lobby,cellar,"['lobby', 'bar', 'cellar', 'cellar', 'jar']",False
paint bottle set,playroom,room,"['freezer', 'basement', 'room', 'playroom', 'jar']",False
paint maker,utility room,utility room,"['cellar', 'basement', 'utility room', 'basement', 'family room']",True
painting,living room,living room,"['exercise room', 'closet', 'dumpster', 'bar', 'living room']",True
pan,kitchen,kitchen,"['jar', 'house', 'room', 'room', 'kitchen']",True
paper bag,garage,box,"['house', 'oven', 'family room', 'garage', 'box']",False
papertowelroll,bathroom,bathroom,"['utility room', 'bathroom', 'jar', 'closet', 'pantry room']",True
parchment sheet,dining room,attic,"['dining room', 'freezer', 'room', 'oven', 'attic']",False
peach,television room,jar,"['room', 'family room', 'jar', 'trap', 'television room']",False
pear,utility room,house,"['utility room', 'family room', 'oven', 'oven', 'house']",False
peg and hammer toy,playroom,playroom,"['freezer', 'jar', 'playroom', 'freezer', 'can']",True
pen,bedroom,box,"['exercise room', 'box', 'bedroom', 'house', 'cellar']",False
pencil,bedroom,bedroom,"['room', 'childs room', 'bathroom', 'can', 'bedroom']",True
pencil case,television room,box,"['box', 'dumpster', 'can', 'television room', 'jar']",False
peppermint,pantry room,jar,"['box', 'freezer', 'oven', 'pantry room', 'jar']",False
peppershaker,kitchen,kitchen,"['childs room', 'living room', 'room', 'family room', 'kitchen']",True
pepsi can pack,garage,dumpster,"['freezer', 'garage', 'jar', 'dumpster', 'family room']",False
pet food supplement,pantry room,pantry room,"['jar', 'family room', 'pantry room', 'cellar', 'cellar']",True
phillips screwdriver,exercise room,room,"['room', 'room', 'exercise room', 'family room', 'can']",False
phone armband case,pantry room,room,"['dumpster', 'basement', 'pantry room', 'freezer', 'room']",False
phone stand,home office,home office,"['cellar', 'room', 'freezer', 'family room', 'home office']",True
picture frame,utility room,bar,"['freezer', 'utility room', 'dumpster', 'cellar', 'bar']",False
pie,oven,dining room,"['storage room', 'living room', 'oven', 'bedroom', 'dining room']",False
pillow,bedroom,bedroom,"['bedroom', 'house', 'attic', 'bar', 'box']",True
pitcher base,home office,bar,"['home office', 'bar', 'cellar', 'house', 'jar']",False
plant,living room,living room,"['living room', 'cellar', 'oven', 'can', 'freezer']",True
plant container,garage,family room,"['family room', 'bar', 'house', 'attic', 'garage']",False
plant saucer,living room,living room,"['dumpster', 'box', 'dumpster', 'living room', 'freezer']",True
plate,living room,box,"['living room', 'box', 'oven', 'family room', 'bar']",False
plum,pantry room,pantry room,"['box', 'cellar', 'trap', 'cellar', 'pantry room']",True
plunger,bathroom,bathroom,"['dining room', 'basement', 'bathroom', 'trap', 'house']",True
portable speaker,playroom,playroom,"['attic', 'playroom', 'oven', 'house', 'oven']",True
poster,bedroom,family room,"['family room', 'bedroom', 'dining room', 'corridor', 'freezer']",False
pot,kitchen,kitchen,"['bathroom', 'room', 'freezer', 'storage room', 'kitchen']",True
potato,kitchen,kitchen,"['playroom', 'kitchen', 'living room', 'childs room', 'exercise room']",True
potted meat can,corridor,can,"['freezer', 'jar', 'box', 'corridor', 'can']",False
power drill,kitchen,kitchen,"['jar', 'can', 'room', 'house', 'kitchen']",True
pressure cooker,home office,home office,"['can', 'family room', 'trap', 'dumpster', 'home office']",True
pudding box,utility room,box,"['oven', 'box', 'utility room', 'freezer', 'attic']",False
puzzle game,utility room,utility room,"['utility room', 'freezer', 'dumpster', 'freezer', 'jar']",True
racquetball,playroom,playroom,"['freezer', 'playroom', 'basement', 'house', 'family room']",True
ramekin,playroom,bar,"['playroom', 'can', 'trap', 'cellar', 'bar']",False
remote control,exercise room,family room,"['family room', 'jar', 'jar', 'bar', 'exercise room']",False
remotecontrol,bedroom,family room,"['basement', 'childs room', 'family room', 'bedroom', 'dining room']",False
rmal laminator,living room,bar,"['living room', 'freezer', 'can', 'can', 'bar']",False
roast,oven,oven,"['oven', 'childs room', 'closet', 'trap', 'bathroom']",True
roomdecor,living room,living room,"['dumpster', 'cellar', 'pantry room', 'box', 'living room']",True
router,bedroom,family room,"['family room', 'bedroom', 'house', 'basement', 'dumpster']",False
rubiks cube,home office,home office,"['can', 'cellar', 'basement', 'bar', 'home office']",True
safe,living room,attic,"['attic', 'attic', 'living room', 'box', 'jar']",False
salt shaker,bathroom,box,"['bathroom', 'trap', 'box', 'family room', 'dumpster']",False
saltshaker,kitchen,kitchen,"['dining room', 'freezer', 'kitchen', 'lobby', 'house']",True
sanitary pads,bedroom,bedroom,"['trap', 'can', 'trap', 'jar', 'bedroom']",True
saucer,kitchen,kitchen,"['dumpster', 'freezer', 'oven', 'kitchen', 'dumpster']",True
saute pan,kitchen,kitchen,"['room', 'box', 'dumpster', 'kitchen', 'freezer']",True
scissors,exercise room,house,"['freezer', 'house', 'cellar', 'dumpster', 'exercise room']",False
scrubbrush,bathroom,bathroom,"['storage room', 'television room', 'basement', 'bathroom', 'room']",True
set-top box,bathroom,house,"['trap', 'bathroom', 'house', 'oven', 'trap']",False
shelf,bedroom,bedroom,"['trap', 'television room', 'basement', 'basement', 'bedroom']",True
shelvingunit,bedroom,bedroom,"['television room', 'attic', 'playroom', 'bedroom', 'bar']",True
shoe,closet,closet,"['cellar', 'cellar', 'closet', 'oven', 'bar']",True
shoe box,corridor,corridor,"['freezer', 'corridor', 'can', 'oven', 'bar']",True
showercurtain,bathroom,bathroom,"['storage room', 'pantry room', 'cellar', 'bathroom', 'room']",True
showerdoor,bathroom,bathroom,"['kitchen', 'kitchen', 'bathroom', 'corridor', 'television room']",True
showerglass,bathroom,bathroom,"['bathroom', 'basement', 'dining room', 'dining room', 'attic']",True
showerhead,bathroom,bathroom,"['exercise room', 'bathroom', 'cellar', 'dining room', 'bar']",True
shredder,pantry room,pantry room,"['trap', 'freezer', 'pantry room', 'room', 'can']",True
sidetable,living room,living room,"['living room', 'family room', 'closet', 'corridor', 'oven']",True
sidewalk chalk,living room,sidewalk,"['can', 'family room', 'oven', 'dumpster', 'living room']",False
sink,kitchen,kitchen,"['closet', 'childs room', 'kitchen', 'attic', 'television room']",True
sinkbasin,bathroom,bathroom,"['bathroom', 'lobby', 'garage', 'family room', 'freezer']",True
skillet,exercise room,house,"['trap', 'trap', 'exercise room', 'house', 'box']",False
skillet lid,closet,closet,"['room', 'box', 'can', 'attic', 'closet']",True
skin care product,corridor,bar,"['freezer', 'corridor', 'cellar', 'trap', 'bar']",False
skin moisturizer,bathroom,bathroom,"['box', 'bathroom', 'attic', 'house', 'house']",True
snack cake,lobby,box,"['lobby', 'room', 'oven', 'box', 'trap']",False
snack dispenser,utility room,utility room,"['trap', 'basement', 'freezer', 'utility room', 'house']",True
soap dish,childs room,bathroom,"['can', 'box', 'house', 'childs room', 'basement']",False
soap dispenser,kitchen,kitchen,"['cellar', 'trap', 'box', 'kitchen', 'attic']",True
soapbar,bathroom,bathroom,"['dining room', 'bathroom', 'television room', 'closet', 'closet']",True
soapbottle,bathroom,bathroom,"['freezer', 'pantry room', 'childs room', 'basement', 'bathroom']",True
sofa,living room,living room,"['utility room', 'living room', 'basement', 'bathroom', 'basement']",True
softball,bedroom,family room,"['freezer', 'family room', 'oven', 'freezer', 'bedroom']",False
software cd,dining room,attic,"['bar', 'jar', 'attic', 'bar', 'dining room']",False
sorting toy,playroom,playroom,"['dumpster', 'bar', 'house', 'playroom', 'freezer']",True
sparkling water,garage,cellar,"['jar', 'freezer', 'jar', 'garage', 'cellar']",False
spatula,kitchen,kitchen,"['house', 'kitchen', 'cellar', 'family room', 'house']",True
spider,cellar,cellar,"['pantry room', 'bedroom', 'television room', 'bedroom', 'cellar']",True
sponge,utility room,utility room,"['family room', 'basement', 'box', 'utility room', 'attic']",True
sponge dish,pantry room,sink,"['pantry room', 'basement', 'can', 'trap', 'bar']",False
spoon,kitchen,kitchen,"['attic', 'can', 'room', 'kitchen', 'bar']",True
spoon rest,bathroom,family room,"['attic', 'dumpster', 'oven', 'bathroom', 'family room']",False
spraybottle,bathroom,bathroom,"['freezer', 'jar', 'bathroom', 'dumpster', 'jar']",True
stacking cups,closet,family room,"['room', 'trap', 'closet', 'family room', 'basement']",False
stand mixer,pantry room,pantry room,"['pantry room', 'family room', 'attic', 'bar', 'bar']",True
statue,kitchen,dining room,"['house', 'dining room', 'can', 'kitchen', 'can']",False
steak,freezer,freezer,"['freezer', 'exercise room', 'family room', 'television room', 'childs room']",True
stool,kitchen,childs room,"['kitchen', 'corridor', 'childs room', 'trap', 'house']",False
storage bin,closet,closet,"['basement', 'basement', 'closet', 'trap', 'cellar']",True
stoveburner,kitchen,kitchen,"['box', 'closet', 'kitchen', 'bar', 'freezer']",True
stoveknob,kitchen,kitchen,"['bathroom', 'garage', 'pantry room', 'kitchen', 'pantry room']",True
strawberry,storage room,freezer,"['storage room', 'freezer', 'freezer', 'oven', 'can']",False
string lights,bedroom,bedroom,"['dumpster', 'freezer', 'oven', 'dumpster', 'bedroom']",True
stuffed toy,kitchen,family room,"['family room', 'house', 'kitchen', 'house', 'cellar']",False
sugar box,utility room,utility room,"['basement', 'family room', 'utility room', 'room', 'freezer']",True
sugar sprinkles,dining room,dining room,"['oven', 'family room', 'dining room', 'room', 'bar']",True
surface saver ring,exercise room,bar,"['trap', 'exercise room', 'bar', 'oven', 'basement']",False
sushi mat,exercise room,room,"['jar', 'attic', 'exercise room', 'trap', 'room']",False
table,bedroom,home office,"['pantry room', 'playroom', 'jar', 'home office', 'bedroom']",False
table lamp,dining room,dining room,"['dumpster', 'dining room', 'jar', 'box', 'attic']",True
tablet,pantry room,box,"['freezer', 'house', 'pantry room', 'box', 'freezer']",False
tablet holder,dining room,dining room,"['dining room', 'can', 'jar', 'jar', 'house']",True
tablet stand,playroom,playroom,"['playroom', 'freezer', 'jar', 'freezer', 'dumpster']",True
tabletopdecor,bedroom,bar,"['bedroom', 'exercise room', 'dumpster', 'bar', 'exercise room']",False
tampon,childs room,house,"['can', 'childs room', 'house', 'attic', 'can']",False
