object,pred_locations,rr,ap@1,ap@3,ap@5,rec@1,rec@3,rec@5
chopping board,"['kitchen countertop', 'kitchen island', 'kitchen table', 'pantry', 'cupboard', 'drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
clamp,"['workshop', 'garage', 'toolbox', 'storage closet', 'basement', 'attic']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.058823529411764705
clay,"['craft room', ""children's play area"", 'backyard', 'garage', 'basement', 'kitchen']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
clock,"['living room', 'bedroom', 'kitchen', 'hallway', 'office/study']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
cloth,"['laundry room', 'closet', 'bedroom', 'bathroom', 'kitchen']",0.5,0.0,0.5833333333333333,0.47916666666666663,0.0,0.11764705882352941,0.23529411764705882
coffee beans,"['kitchen', 'pantry', 'cupboard', 'countertop', 'dining room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
coffee pods,"['kitchen', 'pantry', 'cupboard', 'countertop', 'dining table', 'office', 'bedroom']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
coffeemachine,"['kitchen', 'countertops', 'pantry', 'dining room', 'office', 'breakfast nook']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
coffeemaker,"['kitchen', 'countertops', 'pantry', 'dining room', 'breakfast nook', 'office']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
coffeetable,"['living room', 'family room', 'den', 'lounge', 'recreation room']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
colored wood blocks,"['playroom', 'living room', 'nursery', 'bedroom', 'closet', 'storage room']",1.0,1.0,1.0,0.8875,0.058823529411764705,0.11764705882352941,0.23529411764705882
condiment,"['kitchen counter', 'kitchen table', 'pantry', 'refrigerator', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
countertop,"['kitchen', 'bathroom', 'laundry room', 'dining room']",1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
cracker box,"['kitchen counter', 'pantry', 'cupboard', 'dining table', 'kitchen table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crayon,"['playroom', 'kitchen table', 'living room', 'bedroom', 'office', 'hallway', 'closet']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
creditcard,"['wallet', 'purse', 'desk drawer', 'kitchen counter', 'nightstand', 'dresser']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cube storage box,"['closet', 'bedroom', 'home office', 'garage', 'attic', 'basement', 'living room', 'entryway']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
cup,"['kitchen', 'dining room', 'living room', 'bedroom', 'office']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
curtain,"['living room', 'bedroom', 'dining room', 'kitchen', 'hallway', 'bathroom']",1.0,1.0,1.0,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.6666666666666666
cushion,"['living room', 'bedroom', 'family room', 'dining room', 'outdoor patio or garden furniture']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
desk,"['home office', 'bedroom', 'living room', 'study', 'dining room']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
desk caddy,"['home office', 'study', 'desk', 'office nook', 'bedroom desk', 'living room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
desklamp,"['home office', 'study', 'bedroom', 'living room', 'desk area']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
desktop,"['home office', 'bedroom', 'living room', 'study', 'den']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
diaper pack,"['nursery', ""baby's bedroom"", 'bathroom', 'laundry room', 'closet']",0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.058823529411764705,0.11764705882352941
dietary supplement,"['kitchen counter', 'pantry', 'cupboard', 'medicine cabinet', 'bedroom dresser']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
diningtable,"['dining room', 'kitchen', 'living room']",0.5,0.0,0.25,0.25,0.0,0.5,0.5
dish drainer,"['kitchen counter', 'kitchen sink area', 'kitchen table', 'laundry room', 'pantry', 'garage']",0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
dishsponge,"['kitchen sink', 'kitchen counter', 'under the sink', 'dishwasher', 'laundry room', 'bathroom sink']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dishtowel,"['kitchen', 'laundry room', 'bathroom', 'dining area']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
dishwasher,"['kitchen', 'laundry room', 'utility room', 'garage']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
dispensing closure,"['kitchen', 'bathroom', 'laundry room', 'garage', 'pantry']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
dog bowl,"['kitchen', 'laundry room', 'mudroom', 'garage', 'backyard']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
dog chew toy,"['living room', 'bedroom', 'playroom', 'backyard', 'kitchen']",1.0,1.0,1.0,0.75,0.058823529411764705,0.17647058823529413,0.23529411764705882
dogbed,"['living room', 'bedroom', 'laundry room', 'hallway', 'garage']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
dollhouse toy,"['playroom', ""child's bedroom"", 'living room', 'attic', 'garage']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
donut,"['kitchen counter', 'kitchen table', 'pantry', 'dining table', 'office desk', 'living room coffee table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
drawer,"['bedroom dresser', 'kitchen', 'bathroom', 'closet', 'home office']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.5,0.5
dresser,"['bedroom', 'closet', 'hallway', 'attic', 'garage']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
drink,"['kitchen', 'dining room', 'living room', 'bedroom', 'refrigerator']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
drink coaster,"['coffee table', 'living room side table', 'dining table', 'kitchen counter', 'office desk', 'bedroom nightstand']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dryer,"['laundry room', 'basement', 'garage', 'utility room', 'kitchen']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
duct tape,"['garage', 'toolbox', 'basement', 'workshop', 'closet', 'storage room', 'kitchen', 'office']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
dumbbell,"['home gym', 'bedroom', 'closet', 'garage', 'basement', 'living room']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
dumbbell rack,"['basement', 'garage', 'home gym', 'bedroom', 'living room']",0.5,0.0,0.5,0.3333333333333333,0.0,0.058823529411764705,0.17647058823529413
dustpan and brush,"['broom closet', 'laundry room', 'garage', 'storage closet', 'kitchen', 'pantry', 'under the sink', 'mudroom']",0.3333333333333333,0.0,0.3333333333333333,0.3666666666666667,0.0,0.058823529411764705,0.11764705882352941
dutch oven,"['kitchen', 'cupboard', 'pantry', 'dining room', 'storage room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
easter basket,"['living room', 'dining room', 'kitchen', 'entryway', 'bedroom', 'closet', 'attic', 'basement']",1.0,1.0,1.0,0.95,0.058823529411764705,0.17647058823529413,0.23529411764705882
egg,"['kitchen', 'refrigerator', 'pantry', 'cupboard', 'dining table']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
electric heater,"['living room', 'bedroom', 'basement', 'garage', 'attic']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
electric toothbrush,"['bathroom countertop', 'bathroom cabinet', 'bedroom dresser', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
electronic adapter,"['behind the tv', 'on a desk', 'in a drawer', 'near a computer', 'in a closet', 'on a shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
electronic cable,"['behind the tv', 'under the computer desk', 'in the home office', 'on the floor near the couch', 'in the garage or storage room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
face moisturizer,"['bathroom', 'bedroom', 'closet', 'dressing table']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
faucet,"['kitchen', 'bathroom', 'laundry room', 'outdoor patio/garden']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
file sorter,"['home office', 'study', 'desk', 'closet', 'storage room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
fingerpaint,"['art room', 'playroom', 'kitchen table', ""child's bedroom"", 'garage', 'backyard']",0.5,0.0,0.5,0.45,0.0,0.058823529411764705,0.11764705882352941
fitness tracker wristband,"['nightstand', 'dresser', 'closet', 'bathroom counter', 'kitchen counter', 'entryway table', 'laundry room']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
flashlight,"['drawer', 'closet', 'garage', 'basement', 'nightstand', 'entryway table']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
flat screwdriver,"['toolbox', 'garage', 'workshop', 'storage closet', 'kitchen drawer', 'basement']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.058823529411764705
floor,"['living room', 'bedroom', 'hallway', 'kitchen', 'bathroom']",1.0,1.0,1.0,0.6875,0.25,0.5,0.75
floorlamp,"['living room', 'bedroom', 'hallway', 'study', 'dining room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
foam brick,"['playroom', ""child's bedroom"", 'living room', 'garage', 'backyard']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
folder,"['home office', 'desk', 'bookshelf', 'filing cabinet', 'closet', 'bedroom', 'living room']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
fondant,"['kitchen', 'pantry', 'dining room', 'cupboard', 'refrigerator']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
footstool,"['living room', 'bedroom', 'family room', 'den', 'hallway']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
fork,"['kitchen drawer', 'kitchen table', 'dishwasher', 'silverware organizer', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fridge,"['kitchen', 'dining room', 'garage', 'outdoor patio or deck', 'basement', 'laundry room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
fruit snack,"['kitchen counter', 'pantry', 'cupboard', 'dining table', 'living room coffee table', 'bedroom nightstand']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
furnace,"['basement', 'garage', 'utility room', 'closet', 'attic']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
garbage,"['kitchen', 'garage', 'bathroom', 'outdoor trash cans', 'backyard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
garbagebag,"['kitchen', 'pantry', 'bathroom', 'laundry room', 'garage']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
garbagecan,"['kitchen', 'garage', 'bathroom', 'outdoor areas', 'laundry room']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.25,0.5,0.5
gelatin box,"['pantry', 'kitchen cabinet', 'cupboard', 'refrigerator', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
glove,"['closet', 'laundry room', 'garage', 'entryway', 'bedroom']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
golf ball,"['garage', 'closet', 'attic', 'living room', 'backyard']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
graphics card,"['home office', 'study', 'bedroom', 'living room', 'garage', 'basement', 'attic']",1.0,1.0,0.8333333333333333,0.8041666666666667,0.058823529411764705,0.11764705882352941,0.23529411764705882
hair color,"['bathroom', 'bedroom', 'closet', 'laundry room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
hair conditioner,"['bathroom', 'shower', 'bathtub', 'bedroom', 'closet']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
hair dryer,"['bathroom', 'bedroom', 'closet', 'laundry room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
hair straightener,"['bathroom', 'bedroom', 'closet', 'dressing room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
hammer,"['garage', 'toolbox', 'basement', 'workshop', 'closet', 'storage room', 'shed']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
hand bell,"['dining table', 'living room', 'entryway', 'kitchen', 'office']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.11764705882352941
handbag,"['entryway', 'closet', 'bedroom', 'living room', 'kitchen']",0.5,0.0,0.5833333333333333,0.47916666666666663,0.0,0.11764705882352941,0.23529411764705882
handtowel,"['bathroom', 'kitchen', 'laundry room', 'bedroom', 'gym']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
handtowelholder,"['bathroom', 'kitchen', 'laundry room', 'bedroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
hard drive,"['home office', 'desk', 'computer room', 'study', 'living room', 'bedroom', 'closet', 'basement', 'attic', 'garage']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
hard drive case,"['home office', 'desk', 'computer room', 'storage closet', 'garage', 'attic', 'basement.']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
hat,"['entryway', 'closet', 'bedroom', 'living room', 'hallway']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
headphone,"['living room', 'bedroom', 'home office', 'desk', 'entertainment room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
heavy duty gloves,"['garage', 'shed', 'laundry room', 'basement', 'closet']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
heavy master chef can,"['kitchen', 'pantry', 'dining room', 'garage', 'storage room']",1.0,1.0,0.8333333333333333,0.6041666666666666,0.058823529411764705,0.11764705882352941,0.23529411764705882
helmet,"['garage', 'closet', 'storage room', 'entryway', 'bedroom']",1.0,1.0,1.0,0.75,0.058823529411764705,0.17647058823529413,0.23529411764705882
herring fillets,"['freezer', 'refrigerator', 'pantry', 'kitchen counter', 'cupboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
honey dipper,"['kitchen', 'pantry', 'dining room', 'cupboard']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
houseplant,"['living room', 'bedroom', 'kitchen', 'hallway', 'office', 'balcony', 'patio']",1.0,1.0,1.0,1.0,0.25,0.75,0.75
incontinence pads,"['bathroom', 'bedroom', 'laundry room', 'closet']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
ink cartridge,"['home office', 'study', 'desk drawer', 'storage closet', 'garage', 'basement']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
instant camera,"['living room', 'bedroom', 'home office', 'closet', 'attic', 'garage']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
invitation card,"['mailbox', 'kitchen counter', 'refrigerator', 'living room coffee table', 'entryway table', 'office desk']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
jar,"['kitchen', 'pantry', 'cupboard', 'dining room', 'storage room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
jenga,"['living room', 'family room', 'game room', 'bedroom', 'closet', 'storage room']",1.0,1.0,1.0,0.7000000000000001,0.058823529411764705,0.058823529411764705,0.17647058823529413
jewelry box,"['dresser', 'bedroom closet', 'nightstand', 'bathroom counter', 'bedroom shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kettle,"['kitchen', 'countertops', 'cabinets', 'pantry', 'dining room', 'storage rooms']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
keyboard,"['home office', 'study', 'living room', 'bedroom', 'desk']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
keychain,"['key hook near entrance', 'dresser', 'nightstand', 'closet', 'purse or wallet', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife,"['kitchen drawer', 'kitchen counter', 'dining table', 'silverware organizer', 'utensil holder']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife block,"['kitchen countertop', 'kitchen island', 'dining table', 'kitchen cabinet', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
labeling tape,"['office', 'desk', 'storage closet', 'garage', 'workshop', 'craft room']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
ladle,"['kitchen', 'pantry', 'dining room', 'cupboard', 'drawer']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
lamp,"['living room', 'bedroom', 'hallway', 'study', 'dining room']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
lantern,"['porch', 'patio', 'living room', 'backyard', 'hallway', 'bedroom', 'closet', 'garage', 'attic', 'basement']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
laptop,"['home office', 'bedroom', 'living room', 'kitchen', 'dining room']",1.0,1.0,1.0,0.8,0.058823529411764705,0.17647058823529413,0.29411764705882354
laptop cover,"['home office', 'bedroom', 'living room', 'desk', 'closet', 'storage room']",1.0,1.0,1.0,0.95,0.058823529411764705,0.17647058823529413,0.23529411764705882
laptop stand,"['home office', 'desk', 'bedroom', 'living room', 'study']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
large marker,"['office', 'desk', 'craft room', 'playroom', 'kitchen table']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
