object,pred_locations,rr,ap@1,ap@3,ap@5,rec@1,rec@3,rec@5
canister,"['kitchen', 'pantry', 'garage', 'basement', 'laundry room']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
card game,"['living room', 'game room', 'family room', 'bedroom', 'closet', 'basement', 'attic']",1.0,1.0,1.0,0.7000000000000001,0.058823529411764705,0.058823529411764705,0.17647058823529413
carrying case,"['closet', 'garage', 'bedroom', 'storage room', 'attic']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
casserole dish,"['kitchen cabinet', 'kitchen pantry', 'kitchen counter', 'dining room hutch', 'oven drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cd,"['living room', 'home office', 'bedroom', 'entertainment center', 'storage closet']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
cellphone,"['living room', 'bedroom', 'kitchen', 'office', 'hallway']",1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0
cereal,"['pantry', 'kitchen cabinet', 'kitchen counter', 'dining table', 'refrigerator']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chain,"['garage', 'basement', 'shed', 'toolbox', 'attic']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
chair,"['living room', 'dining room', 'kitchen', 'bedroom', 'office', 'patio', 'basement', 'garage']",1.0,1.0,0.8333333333333333,0.7777777777777777,0.3333333333333333,0.6666666666666666,0.6666666666666666
chocolate,"['kitchen pantry', 'refrigerator', 'kitchen cabinet', 'living room', 'dining room', 'bedroom drawer']",0.25,0.0,0.0,0.325,0.0,0.0,0.11764705882352941
chocolate box,"['kitchen pantry', 'living room', 'kitchen counter', 'dining room', 'bedroom drawer']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.11764705882352941
chocolate milk pods,"['pantry', 'kitchen cabinet', 'refrigerator', 'countertop', 'kitchen drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate powder,"['kitchen pantry', 'kitchen cabinet', 'kitchen countertop', 'refrigerator', 'dining room shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
chopping board,"['kitchen counter', 'kitchen cabinet', 'kitchen drawer', 'pantry', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
clamp,"['garage', 'workshop', 'basement', 'tool shed', 'utility room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
clay,"['art studio', 'craft room', 'garage', 'basement', ""children's playroom"", 'kitchen', 'living room']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
clock,"['living room', 'kitchen', 'bedroom', 'hallway', 'office']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
cloth,"['laundry room', 'bathroom', 'kitchen', 'bedroom', 'closet']",0.5,0.0,0.5833333333333333,0.47916666666666663,0.0,0.11764705882352941,0.23529411764705882
coffee beans,"['kitchen pantry', 'kitchen cabinet', 'countertop', 'refrigerator', 'coffee station']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffee pods,"['kitchen counter', 'pantry', 'kitchen cabinet', 'coffee station', 'drawer near coffee maker']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffeemachine,"['kitchen counter', 'pantry', 'dining room', 'office', 'break room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
coffeemaker,"['kitchen counter', 'pantry', 'dining room', 'office', 'break room']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
coffeetable,"['living room', 'family room', 'den', 'lounge', 'sitting room']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
colored wood blocks,"['playroom', ""children's bedroom"", 'living room', 'nursery', 'toy storage area']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
condiment,"['kitchen', 'pantry', 'dining room', 'refrigerator', 'cupboard']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
countertop,"['kitchen', 'bathroom', 'laundry room', 'garage', 'workshop']",1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
cracker box,"['pantry', 'kitchen cabinet', 'kitchen counter', 'dining room table', 'snack drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
crayon,"[""children's room"", 'playroom', 'living room', 'art room', 'kitchen drawer', 'classroom', 'office desk']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
creditcard,"['wallet', 'purse', 'desk drawer', 'bedside table', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
cube storage box,"['living room', 'bedroom', 'closet', 'playroom', 'office']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
cup,"['kitchen', 'dining room', 'living room', 'office', 'bedroom', 'pantry']",1.0,1.0,1.0,0.95,0.058823529411764705,0.17647058823529413,0.23529411764705882
curtain,"['living room', 'bedroom', 'dining room', 'kitchen', 'bathroom']",1.0,1.0,1.0,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.6666666666666666
cushion,"['sofa', 'bed', 'armchair', 'living room floor', 'storage closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
desk,"['home office', 'bedroom', 'living room', 'study', 'basement']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
desk caddy,"['home office', 'study room', 'bedroom', 'living room', 'kitchen']",1.0,1.0,0.8333333333333333,0.6041666666666666,0.058823529411764705,0.11764705882352941,0.23529411764705882
desklamp,"['office', 'bedroom', 'study', 'living room']",0.5,0.0,0.5,0.25,0.0,0.5,0.5
desktop,"['home office', 'bedroom', 'living room', 'study', 'den']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
diaper pack,"['nursery', 'bathroom', 'bedroom', 'closet', 'laundry room']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
dietary supplement,"['kitchen', 'bathroom', 'pantry', 'bedroom', 'living room']",1.0,1.0,1.0,0.6875,0.058823529411764705,0.11764705882352941,0.23529411764705882
diningtable,"['dining room', 'kitchen', 'living room', 'breakfast nook', 'open-plan area']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
dish drainer,"['kitchen counter', 'kitchen sink', 'kitchen cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dishsponge,"['kitchen sink', 'kitchen counter', 'under the kitchen sink', 'pantry', 'utility room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dishtowel,"['kitchen', 'laundry room', 'dining room', 'bathroom']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
dishwasher,"['kitchen', 'utility room', 'garage']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
dispensing closure,"['kitchen', 'bathroom', 'laundry room', 'garage', 'pantry']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
dog bowl,"['kitchen', 'dining room', 'living room', 'laundry room', 'garage']",1.0,1.0,1.0,0.75,0.058823529411764705,0.17647058823529413,0.23529411764705882
dog chew toy,"['living room', 'pet area', 'backyard', 'bedroom', 'kitchen']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
dogbed,"['living room', 'bedroom', 'hallway', 'kitchen', 'laundry room']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
dollhouse toy,"[""children's bedroom"", 'playroom', 'living room', 'nursery', 'basement storage']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
donut,"['kitchen', 'dining room', 'pantry', 'living room', 'office']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
drawer,"['kitchen', 'bedroom', 'bathroom', 'living room', 'office', 'garage']",1.0,1.0,1.0,1.0,0.25,0.75,1.0
dresser,"['bedroom', 'closet', 'guest room', 'hallway']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
drink,"['kitchen', 'dining room', 'living room', 'refrigerator', 'pantry', 'home bar']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
drink coaster,"['living room', 'dining room', 'kitchen', 'home office', 'bedroom']",1.0,1.0,1.0,0.8,0.058823529411764705,0.17647058823529413,0.29411764705882354
dryer,"['laundry room', 'basement', 'utility room', 'garage']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
duct tape,"['garage', 'utility room', 'basement', 'workshop', 'kitchen drawer', 'tool shed']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
dumbbell,"['home gym', 'living room', 'bedroom', 'garage', 'basement']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
dumbbell rack,"['home gym', 'garage', 'basement', 'living room', 'bedroom']",0.5,0.0,0.5,0.3333333333333333,0.0,0.058823529411764705,0.17647058823529413
dustpan and brush,"['kitchen', 'utility room', 'garage', 'closet', 'under the sink']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
dutch oven,"['kitchen', 'pantry', 'dining room', 'storage room']",1.0,1.0,0.8333333333333333,0.5555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
easter basket,"['storage closet', 'attic', 'basement', 'garage', ""children's bedroom"", 'living room']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
egg,"['refrigerator', 'kitchen counter', 'pantry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric heater,"['living room', 'bedroom', 'basement', 'office', 'garage']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
electric toothbrush,"['bathroom', 'master bathroom', 'guest bathroom', 'ensuite bathroom', ""kids' bathroom""]",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
electronic adapter,"['living room', 'office', 'bedroom', 'kitchen', 'garage']",1.0,1.0,0.8333333333333333,0.6041666666666666,0.058823529411764705,0.11764705882352941,0.23529411764705882
electronic cable,"['office', 'living room', 'bedroom', 'garage', 'drawer', 'storage box']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
face moisturizer,"['bathroom', 'bedroom', 'vanity', 'dresser', 'nightstand']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
faucet,"['kitchen', 'bathroom', 'laundry room', 'garden', 'garage']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
file sorter,"['home office', 'study', 'living room', 'bedroom', 'kitchen']",1.0,1.0,0.8333333333333333,0.6041666666666666,0.058823529411764705,0.11764705882352941,0.23529411764705882
fingerpaint,"['art room', ""children's playroom"", 'craft supplies cabinet', 'classroom', 'storage closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fitness tracker wristband,"['bedroom', 'living room', 'bathroom', 'home gym', 'office']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
flashlight,"['garage', 'kitchen drawer', 'utility room', 'basement', 'bedroom nightstand']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
flat screwdriver,"['garage', 'toolbox', 'basement', 'utility room', 'workshop', 'shed', 'kitchen drawer']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
floor,"['living room', 'kitchen', 'bedroom', 'bathroom', 'hallway', 'dining room', 'basement', 'garage', 'attic']",1.0,1.0,1.0,1.0,0.25,0.75,1.0
floorlamp,"['living room', 'bedroom', 'office', 'den', 'reading nook']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
foam brick,"['garage', 'basement', 'attic', 'storage room', 'craft room']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
folder,"['office', 'study', 'living room', 'bedroom', 'kitchen', 'hallway']",0.3333333333333333,0.0,0.3333333333333333,0.4777777777777777,0.0,0.058823529411764705,0.17647058823529413
fondant,"['kitchen pantry', 'kitchen cabinet', 'baking supplies drawer', 'refrigerator', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
footstool,"['living room', 'bedroom', 'study', 'home office', 'den']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
fork,"['kitchen drawer', 'dishwasher', 'dining table', 'kitchen counter', 'utensil holder']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fridge,"['kitchen', 'garage', 'basement', 'pantry']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
fruit snack,"['pantry', 'kitchen cabinet', 'refrigerator', 'kitchen counter', 'snack drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
furnace,"['basement', 'utility room', 'garage']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
garbage,"['kitchen', 'bathroom', 'garage', 'office', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
garbagebag,"['kitchen', 'pantry', 'garage', 'utility room', 'basement']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
garbagecan,"['kitchen', 'bathroom', 'garage', 'office', 'bedroom', 'living room', 'laundry room']",1.0,1.0,1.0,0.8333333333333334,0.25,0.5,0.5
gelatin box,"['pantry', 'kitchen cabinet', 'refrigerator', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
glove,"['closet', 'laundry room', 'garage', 'entryway', 'mudroom', 'coat rack', 'bedroom', 'kitchen drawer']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
golf ball,"['garage', 'basement', 'sports equipment room', 'backyard', 'closet', 'attic']",1.0,1.0,1.0,0.7,0.058823529411764705,0.058823529411764705,0.11764705882352941
graphics card,"['computer desk', 'office', 'living room', 'bedroom', 'storage closet']",0.3333333333333333,0.0,0.3333333333333333,0.41666666666666663,0.0,0.058823529411764705,0.11764705882352941
hair color,"['bathroom', 'bedroom', 'closet', 'vanity', 'storage cabinet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
hair conditioner,"['bathroom', 'shower', 'bathtub', 'bathroom cabinet', 'bathroom shelf']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
hair dryer,"['bathroom', 'bedroom', 'vanity table', 'closet', 'dressing room']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
hair straightener,"['bathroom', 'bedroom', 'dressing room', 'vanity table', 'closet']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
hammer,"['garage', 'toolbox', 'basement', 'shed', 'utility room']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
hand bell,"['living room', 'study', 'bedroom', 'dining room', 'hallway']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
handbag,"['entryway', 'bedroom', 'closet', 'living room', 'coat rack']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
handtowel,"['bathroom', 'kitchen', 'laundry room', 'linen closet', 'guest room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
handtowelholder,"['bathroom', 'kitchen', 'laundry room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
hard drive,"['office', 'living room', 'bedroom', 'study', 'basement']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
hard drive case,"['office', 'living room', 'bedroom', 'study', 'storage room']",0.5,0.0,0.5833333333333333,0.38888888888888884,0.0,0.11764705882352941,0.17647058823529413
hat,"['coat rack', 'closet', 'entryway', 'bedroom', 'hallway']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.11764705882352941
headphone,"['living room', 'bedroom', 'home office', 'entertainment room', 'study desk']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
heavy duty gloves,"['garage', 'utility room', 'basement', 'shed', 'laundry room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
heavy master chef can,"['pantry', 'kitchen cabinet', 'kitchen counter', 'garage', 'basement']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
helmet,"['garage', 'entryway', 'closet', 'basement', 'mudroom']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
herring fillets,"['refrigerator', 'pantry', 'kitchen cabinet', 'freezer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
honey dipper,"['kitchen', 'pantry', 'dining room', 'kitchen drawer', 'kitchen cabinet']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
houseplant,"['living room', 'kitchen', 'bedroom', 'office', 'bathroom']",1.0,1.0,1.0,0.75,0.25,0.75,0.75
incontinence pads,"['bathroom', 'bedroom', 'closet', 'laundry room', 'medical supplies cabinet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
ink cartridge,"['home office', 'desk drawer', 'printer area', 'supply closet', 'stationery cabinet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
instant camera,"['living room', 'bedroom', 'home office', 'closet', 'storage room']",1.0,1.0,1.0,0.8,0.058823529411764705,0.17647058823529413,0.29411764705882354
invitation card,"['kitchen counter', 'refrigerator door', 'home office desk', 'living room table', 'bulletin board', 'entryway table', 'bedroom nightstand']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
jar,"['kitchen', 'pantry', 'dining room', 'storage room', 'garage']",1.0,1.0,0.8333333333333333,0.6041666666666666,0.058823529411764705,0.11764705882352941,0.23529411764705882
jenga,"['living room', 'game room', 'family room', 'playroom', 'bedroom', 'basement']",1.0,1.0,1.0,0.7000000000000001,0.058823529411764705,0.058823529411764705,0.17647058823529413
jewelry box,"['bedroom dresser', 'closet shelf', 'bedside table', 'vanity', 'jewelry armoire']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kettle,"['kitchen counter', 'kitchen cabinet', 'pantry', 'dining room', 'utility room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard,"['office', 'living room', 'bedroom', 'study', 'den']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.11764705882352941,0.11764705882352941
keychain,"['entryway table', 'kitchen counter', 'living room coffee table', 'bedroom nightstand', 'hallway shelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife,"['kitchen drawer', 'knife block', 'dishwasher', 'kitchen counter', 'drying rack']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife block,"['kitchen counter', 'kitchen drawer', 'kitchen cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
labeling tape,"['home office', 'garage', 'craft room', 'kitchen drawer', 'utility room']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
ladle,"['kitchen', 'utensil drawer', 'hanging rack', 'kitchen countertop', 'dishwasher']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
lamp,"['living room', 'bedroom', 'office', 'study', 'hallway']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
lantern,"['garage', 'basement', 'storage room', 'attic', 'closet', 'shed', 'living room']",1.0,1.0,0.8333333333333333,0.7555555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
laptop,"['home office', 'living room', 'bedroom', 'study', 'kitchen']",1.0,1.0,1.0,0.75,0.058823529411764705,0.17647058823529413,0.23529411764705882
laptop cover,"['office', 'living room', 'bedroom', 'study', 'home office', 'closet']",0.5,0.0,0.5833333333333333,0.5888888888888889,0.0,0.11764705882352941,0.17647058823529413
laptop stand,"['home office', 'living room', 'bedroom', 'study', 'den']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
large marker,"['office', 'craft room', 'kitchen drawer', 'garage', 'classroom', 'living room']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
laundry box,"['laundry room', 'bedroom', 'bathroom', 'closet', 'hallway']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
